V1 V2
34483 CYSLTR2 HRH1
34484 CYSLTR2 HRH2
34485 CYSLTR2 HTR2A
34486 CYSLTR2 HTR2B
34487 CYSLTR2 HTR7
34488 ITPKA CYSLTR2
34489 ITPKC CYSLTR2
34490 CYSLTR2 LHCGR
34491 CYSLTR2 MYLK2
34492 CYSLTR2 MYLK3
34493 CYSLTR2 MYLK4
34494 NOS1 CYSLTR2
34495 NOS2 CYSLTR2
34496 CYSLTR2 NOS3
34497 CYSLTR2 NTSR1
34498 CYSLTR2 OXTR
34499 CYSLTR2 P2RX1
34500 CYSLTR2 P2RX5
34501 CYSLTR2 P2RX6
34502 CYSLTR2 P2RX7
34503 PDGFRA CYSLTR2
34504 PLCB1 CYSLTR2
34505 PLCB2 CYSLTR2
34506 CYSLTR2 PLN
34507 PRKCG CYSLTR2
34508 PTAFR CYSLTR2
34509 CYSLTR2 PTGER1
34510 CYSLTR2 PTGER3
34511 CYSLTR2 PTGFR
34512 CYSLTR2 RYR2
34513 CYSLTR2 RYR3
34514 CYSLTR2 SLC8A1
34515 CYSLTR2 SLC8A2
34516 CYSLTR2 SLC8A3
34517 SPHK1 CYSLTR2
34518 CYSLTR2 STIM2
34519 CYSLTR2 TACR1
34520 CYSLTR2 TBXA2R
34521 CYSLTR2 TNNC1
34522 CYSLTR2 TNNC2
34523 DRD1 EDNRB
34524 DRD1 ERBB3
34525 DRD1 ERBB4
34526 F2R DRD1
34527 DRD1 GNA15
34528 DRD1 HRH1
34529 DRD1 HRH2
34530 DRD1 HTR2A
34531 DRD1 HTR2B
34532 DRD1 HTR7
34533 DRD1 ITPKA
34534 DRD1 ITPKC
34535 DRD1 LHCGR
34536 DRD1 MYLK2
34537 DRD1 MYLK3
34538 DRD1 MYLK4
34539 NOS1 DRD1
34540 NOS2 DRD1
34541 DRD1 NOS3
34542 DRD1 NTSR1
34543 DRD1 OXTR
34544 DRD1 P2RX1
34545 DRD1 P2RX5
34546 DRD1 P2RX6
34547 DRD1 P2RX7
34548 PDGFRA DRD1
34549 PLCB1 DRD1
34550 PLCB2 DRD1
34551 DRD1 PLN
34552 PRKCG DRD1
34553 PTAFR DRD1
34554 DRD1 PTGER1
34555 DRD1 PTGER3
34556 DRD1 PTGFR
34557 DRD1 RYR2
34558 DRD1 RYR3
34559 DRD1 SLC8A1
34560 DRD1 SLC8A2
34561 DRD1 SLC8A3
34562 SPHK1 DRD1
34563 DRD1 STIM2
34564 DRD1 TACR1
34565 DRD1 TBXA2R
34566 DRD1 TNNC1
34567 DRD1 TNNC2
34568 EDNRB ERBB3
34569 EDNRB ERBB4
34570 F2R EDNRB
34571 EDNRB GNA15
34572 GRIN1 EDNRB
34573 GRIN2A EDNRB
34574 GRIN2C EDNRB
34575 EDNRB HRH1
34576 EDNRB HRH2
34577 EDNRB HTR2A
34578 EDNRB HTR2B
34579 EDNRB HTR7
34580 ITPKA EDNRB
34581 ITPKC EDNRB
34582 EDNRB LHCGR
34583 EDNRB MYLK2
34584 EDNRB MYLK3
34585 EDNRB MYLK4
34586 NOS1 EDNRB
34587 NOS2 EDNRB
34588 EDNRB NOS3
34589 EDNRB NTSR1
34590 EDNRB OXTR
34591 EDNRB P2RX1
34592 EDNRB P2RX5
34593 EDNRB P2RX6
34594 EDNRB P2RX7
34595 PDGFRA EDNRB
34596 PLCB1 EDNRB
34597 PLCB2 EDNRB
34598 EDNRB PLN
34599 PRKCG EDNRB
34600 PTAFR EDNRB
34601 EDNRB PTGER1
34602 EDNRB PTGER3
34603 EDNRB PTGFR
34604 EDNRB RYR2
34605 EDNRB RYR3
34606 EDNRB SLC8A1
34607 EDNRB SLC8A2
34608 EDNRB SLC8A3
34609 SPHK1 EDNRB
34610 EDNRB STIM2
34611 EDNRB TACR1
34612 EDNRB TBXA2R
34613 EDNRB TNNC1
34614 EDNRB TNNC2
34615 ERBB3 ERBB4
34616 F2R ERBB3
34617 ERBB3 GNA15
34618 GRIN1 ERBB3
34619 GRIN2A ERBB3
34620 GRIN2C ERBB3
34621 ERBB3 HRH1
34622 ERBB3 HRH2
34623 ERBB3 HTR2A
34624 ERBB3 HTR2B
34625 ERBB3 HTR7
34626 ITPKA ERBB3
34627 ITPKC ERBB3
34628 ERBB3 LHCGR
34629 ERBB3 MYLK2
34630 ERBB3 MYLK3
34631 ERBB3 MYLK4
34632 NOS1 ERBB3
34633 NOS2 ERBB3
34634 ERBB3 NOS3
34635 ERBB3 NTSR1
34636 ERBB3 OXTR
34637 ERBB3 P2RX1
34638 ERBB3 P2RX5
34639 ERBB3 P2RX6
34640 ERBB3 P2RX7
34641 PDGFRA ERBB3
34642 PLCB1 ERBB3
34643 PLCB2 ERBB3
34644 ERBB3 PLN
34645 PRKCG ERBB3
34646 PTAFR ERBB3
34647 ERBB3 PTGER1
34648 ERBB3 PTGER3
34649 ERBB3 PTGFR
34650 ERBB3 RYR2
34651 ERBB3 RYR3
34652 ERBB3 SLC8A1
34653 ERBB3 SLC8A2
34654 ERBB3 SLC8A3
34655 SPHK1 ERBB3
34656 ERBB3 STIM2
34657 ERBB3 TACR1
34658 ERBB3 TBXA2R
34659 ERBB3 TNNC1
34660 ERBB3 TNNC2
34661 F2R ERBB4
34662 ERBB4 GNA15
34663 GRIN1 ERBB4
34664 GRIN2A ERBB4
34665 GRIN2C ERBB4
34666 ERBB4 HRH1
34667 ERBB4 HRH2
34668 ERBB4 HTR2A
34669 ERBB4 HTR2B
34670 ERBB4 HTR7
34671 ITPKA ERBB4
34672 ITPKC ERBB4
34673 ERBB4 LHCGR
34674 ERBB4 MYLK2
34675 ERBB4 MYLK3
34676 ERBB4 MYLK4
34677 NOS1 ERBB4
34678 NOS2 ERBB4
34679 ERBB4 NOS3
34680 ERBB4 NTSR1
34681 ERBB4 OXTR
34682 ERBB4 P2RX1
34683 ERBB4 P2RX5
34684 ERBB4 P2RX6
34685 ERBB4 P2RX7
34686 PDGFRA ERBB4
34687 PLCB1 ERBB4
34688 PLCB2 ERBB4
34689 ERBB4 PLN
34690 PRKCG ERBB4
34691 PTAFR ERBB4
34692 ERBB4 PTGER1
34693 ERBB4 PTGER3
34694 ERBB4 PTGFR
34695 ERBB4 RYR2
34696 ERBB4 RYR3
34697 ERBB4 SLC8A1
34698 ERBB4 SLC8A2
34699 ERBB4 SLC8A3
34700 SPHK1 ERBB4
34701 ERBB4 STIM2
34702 ERBB4 TACR1
34703 ERBB4 TBXA2R
34704 ERBB4 TNNC1
34705 ERBB4 TNNC2
34706 F2R GNA15
34707 F2R GRIN1
34708 F2R GRIN2A
34709 F2R GRIN2C
34710 F2R HRH1
34711 F2R HRH2
34712 F2R HTR2A
34713 F2R HTR2B
34714 F2R HTR7
34715 F2R ITPKA
34716 F2R ITPKC
34717 F2R LHCGR
34718 F2R MYLK2
34719 F2R MYLK3
34720 F2R MYLK4
34721 NOS1 F2R
34722 NOS2 F2R
34723 F2R NOS3
34724 F2R NTSR1
34725 F2R OXTR
34726 F2R P2RX1
34727 F2R P2RX5
34728 F2R P2RX6
34729 F2R P2RX7
34730 F2R PDGFRA
34731 F2R PLCB1
34732 F2R PLCB2
34733 F2R PLN
34734 F2R PRKCG
34735 PTAFR F2R
34736 F2R PTGER1
34737 F2R PTGER3
34738 F2R PTGFR
34739 F2R RYR2
34740 F2R RYR3
34741 F2R SLC8A1
34742 F2R SLC8A2
34743 F2R SLC8A3
34744 SPHK1 F2R
34745 F2R STIM2
34746 F2R TACR1
34747 F2R TBXA2R
34748 F2R TNNC1
34749 F2R TNNC2
34750 GRIN1 GNA15
34751 GRIN2A GNA15
34752 GRIN2C GNA15
34753 GNA15 HRH1
34754 GNA15 HRH2
34755 GNA15 HTR2A
34756 GNA15 HTR2B
34757 GNA15 HTR7
34758 ITPKA GNA15
34759 ITPKC GNA15
34760 GNA15 LHCGR
34761 GNA15 MYLK2
34762 GNA15 MYLK3
34763 GNA15 MYLK4
34764 NOS1 GNA15
34765 NOS2 GNA15
34766 GNA15 NOS3
34767 GNA15 NTSR1
34768 GNA15 OXTR
34769 GNA15 P2RX1
34770 GNA15 P2RX5
34771 GNA15 P2RX6
34772 GNA15 P2RX7
34773 PDGFRA GNA15
34774 PLCB1 GNA15
34775 PLCB2 GNA15
34776 GNA15 PLN
34777 PRKCG GNA15
34778 PTAFR GNA15
34779 GNA15 PTGER1
34780 GNA15 PTGER3
34781 GNA15 PTGFR
34782 GNA15 RYR2
34783 GNA15 RYR3
34784 GNA15 SLC8A1
34785 GNA15 SLC8A2
34786 GNA15 SLC8A3
34787 SPHK1 GNA15
34788 GNA15 STIM2
34789 GNA15 TACR1
34790 GNA15 TBXA2R
34791 GNA15 TNNC1
34792 GNA15 TNNC2
34793 GRIN1 HRH1
34794 GRIN1 HRH2
34795 GRIN1 HTR2A
34796 GRIN1 HTR2B
34797 GRIN1 HTR7
34798 GRIN1 ITPKA
34799 GRIN1 ITPKC
34800 GRIN1 LHCGR
34801 GRIN1 MYLK2
34802 GRIN1 MYLK3
34803 GRIN1 MYLK4
34804 NOS1 GRIN1
34805 NOS2 GRIN1
34806 GRIN1 NOS3
34807 GRIN1 NTSR1
34808 GRIN1 OXTR
34809 GRIN1 P2RX1
34810 GRIN1 P2RX5
34811 GRIN1 P2RX6
34812 GRIN1 P2RX7
34813 PDGFRA GRIN1
34814 PLCB1 GRIN1
34815 PLCB2 GRIN1
34816 GRIN1 PLN
34817 PRKCG GRIN1
34818 PTAFR GRIN1
34819 GRIN1 PTGER1
34820 GRIN1 PTGER3
34821 GRIN1 PTGFR
34822 GRIN1 RYR2
34823 GRIN1 RYR3
34824 GRIN1 SLC8A1
34825 GRIN1 SLC8A2
34826 GRIN1 SLC8A3
34827 SPHK1 GRIN1
34828 GRIN1 STIM2
34829 GRIN1 TACR1
34830 GRIN1 TBXA2R
34831 GRIN1 TNNC1
34832 GRIN1 TNNC2
34833 GRIN2A HRH1
34834 GRIN2A HRH2
34835 GRIN2A HTR2A
34836 GRIN2A HTR2B
34837 GRIN2A HTR7
34838 GRIN2A ITPKA
34839 GRIN2A ITPKC
34840 GRIN2A LHCGR
34841 GRIN2A MYLK2
34842 GRIN2A MYLK3
34843 GRIN2A MYLK4
34844 NOS1 GRIN2A
34845 NOS2 GRIN2A
34846 GRIN2A NOS3
34847 GRIN2A NTSR1
34848 GRIN2A OXTR
34849 GRIN2A P2RX1
34850 GRIN2A P2RX5
34851 GRIN2A P2RX6
34852 GRIN2A P2RX7
34853 PDGFRA GRIN2A
34854 PLCB1 GRIN2A
34855 PLCB2 GRIN2A
34856 GRIN2A PLN
34857 PRKCG GRIN2A
34858 PTAFR GRIN2A
34859 GRIN2A PTGER1
34860 GRIN2A PTGER3
34861 GRIN2A PTGFR
34862 GRIN2A RYR2
34863 GRIN2A RYR3
34864 GRIN2A SLC8A1
34865 GRIN2A SLC8A2
34866 GRIN2A SLC8A3
34867 SPHK1 GRIN2A
34868 GRIN2A STIM2
34869 GRIN2A TACR1
34870 GRIN2A TBXA2R
34871 GRIN2A TNNC1
34872 GRIN2A TNNC2
34873 GRIN2C HRH1
34874 GRIN2C HRH2
34875 GRIN2C HTR2A
34876 GRIN2C HTR2B
34877 GRIN2C HTR7
34878 GRIN2C ITPKA
34879 GRIN2C ITPKC
34880 GRIN2C LHCGR
34881 GRIN2C MYLK2
34882 GRIN2C MYLK3
34883 GRIN2C MYLK4
34884 NOS1 GRIN2C
34885 NOS2 GRIN2C
34886 GRIN2C NOS3
34887 GRIN2C NTSR1
34888 GRIN2C OXTR
34889 GRIN2C P2RX1
34890 GRIN2C P2RX5
34891 GRIN2C P2RX6
34892 GRIN2C P2RX7
34893 PDGFRA GRIN2C
34894 PLCB1 GRIN2C
34895 PLCB2 GRIN2C
34896 GRIN2C PLN
34897 PRKCG GRIN2C
34898 PTAFR GRIN2C
34899 GRIN2C PTGER1
34900 GRIN2C PTGER3
34901 GRIN2C PTGFR
34902 GRIN2C RYR2
34903 GRIN2C RYR3
34904 GRIN2C SLC8A1
34905 GRIN2C SLC8A2
34906 GRIN2C SLC8A3
34907 SPHK1 GRIN2C
34908 GRIN2C STIM2
34909 GRIN2C TACR1
34910 GRIN2C TBXA2R
34911 GRIN2C TNNC1
34912 GRIN2C TNNC2
34913 HRH1 HRH2
34914 HRH1 HTR2A
34915 HRH1 HTR2B
34916 HRH1 HTR7
34917 ITPKA HRH1
34918 ITPKC HRH1
34919 HRH1 LHCGR
34920 HRH1 MYLK2
34921 HRH1 MYLK3
34922 HRH1 MYLK4
34923 NOS1 HRH1
34924 NOS2 HRH1
34925 HRH1 NOS3
34926 HRH1 NTSR1
34927 HRH1 OXTR
34928 HRH1 P2RX1
34929 HRH1 P2RX5
34930 HRH1 P2RX6
34931 HRH1 P2RX7
34932 PDGFRA HRH1
34933 PLCB1 HRH1
34934 PLCB2 HRH1
34935 HRH1 PLN
34936 PRKCG HRH1
34937 PTAFR HRH1
34938 HRH1 PTGER1
34939 HRH1 PTGER3
34940 HRH1 PTGFR
34941 HRH1 RYR2
34942 HRH1 RYR3
34943 HRH1 SLC8A1
34944 HRH1 SLC8A2
34945 HRH1 SLC8A3
34946 SPHK1 HRH1
34947 HRH1 STIM2
34948 HRH1 TACR1
34949 HRH1 TBXA2R
34950 HRH1 TNNC1
34951 HRH1 TNNC2
34952 HRH2 HTR2A
34953 HRH2 HTR2B
34954 HRH2 HTR7
34955 ITPKA HRH2
34956 ITPKC HRH2
34957 HRH2 LHCGR
34958 HRH2 MYLK2
34959 HRH2 MYLK3
34960 HRH2 MYLK4
34961 NOS1 HRH2
34962 NOS2 HRH2
34963 HRH2 NOS3
34964 HRH2 NTSR1
34965 HRH2 OXTR
34966 HRH2 P2RX1
34967 HRH2 P2RX5
34968 HRH2 P2RX6
34969 HRH2 P2RX7
34970 PDGFRA HRH2
34971 PLCB1 HRH2
34972 PLCB2 HRH2
34973 HRH2 PLN
34974 PRKCG HRH2
34975 PTAFR HRH2
34976 HRH2 PTGER1
34977 HRH2 PTGER3
34978 HRH2 PTGFR
34979 HRH2 RYR2
34980 HRH2 RYR3
34981 HRH2 SLC8A1
34982 HRH2 SLC8A2
34983 HRH2 SLC8A3
34984 SPHK1 HRH2
34985 HRH2 STIM2
34986 HRH2 TACR1
34987 HRH2 TBXA2R
34988 HRH2 TNNC1
34989 HRH2 TNNC2
34990 HTR2A HTR2B
34991 HTR2A HTR7
34992 ITPKA HTR2A
34993 ITPKC HTR2A
34994 HTR2A LHCGR
34995 HTR2A MYLK2
34996 HTR2A MYLK3
34997 HTR2A MYLK4
34998 NOS1 HTR2A
34999 NOS2 HTR2A
35000 HTR2A NOS3
35001 HTR2A NTSR1
35002 HTR2A OXTR
35003 HTR2A P2RX1
35004 HTR2A P2RX5
35005 HTR2A P2RX6
35006 HTR2A P2RX7
35007 PDGFRA HTR2A
35008 PLCB1 HTR2A
35009 PLCB2 HTR2A
35010 HTR2A PLN
35011 PRKCG HTR2A
35012 PTAFR HTR2A
35013 HTR2A PTGER1
35014 HTR2A PTGER3
35015 HTR2A PTGFR
35016 HTR2A RYR2
35017 HTR2A RYR3
35018 HTR2A SLC8A1
35019 HTR2A SLC8A2
35020 HTR2A SLC8A3
35021 SPHK1 HTR2A
35022 HTR2A STIM2
35023 HTR2A TACR1
35024 HTR2A TBXA2R
35025 HTR2A TNNC1
35026 HTR2A TNNC2
35027 HTR2B HTR7
35028 ITPKA HTR2B
35029 ITPKC HTR2B
35030 HTR2B LHCGR
35031 HTR2B MYLK2
35032 HTR2B MYLK3
35033 HTR2B MYLK4
35034 NOS1 HTR2B
35035 NOS2 HTR2B
35036 HTR2B NOS3
35037 HTR2B NTSR1
35038 HTR2B OXTR
35039 HTR2B P2RX1
35040 HTR2B P2RX5
35041 HTR2B P2RX6
35042 HTR2B P2RX7
35043 PDGFRA HTR2B
35044 PLCB1 HTR2B
35045 PLCB2 HTR2B
35046 HTR2B PLN
35047 PRKCG HTR2B
35048 PTAFR HTR2B
35049 HTR2B PTGER1
35050 HTR2B PTGER3
35051 HTR2B PTGFR
35052 HTR2B RYR2
35053 HTR2B RYR3
35054 HTR2B SLC8A1
35055 HTR2B SLC8A2
35056 HTR2B SLC8A3
35057 SPHK1 HTR2B
35058 HTR2B STIM2
35059 HTR2B TACR1
35060 HTR2B TBXA2R
35061 HTR2B TNNC1
35062 HTR2B TNNC2
35063 ITPKA HTR7
35064 ITPKC HTR7
35065 HTR7 LHCGR
35066 HTR7 MYLK2
35067 HTR7 MYLK3
35068 HTR7 MYLK4
35069 NOS1 HTR7
35070 NOS2 HTR7
35071 HTR7 NOS3
35072 HTR7 NTSR1
35073 HTR7 OXTR
35074 HTR7 P2RX1
35075 HTR7 P2RX5
35076 HTR7 P2RX6
35077 HTR7 P2RX7
35078 PDGFRA HTR7
35079 PLCB1 HTR7
35080 PLCB2 HTR7
35081 HTR7 PLN
35082 PRKCG HTR7
35083 PTAFR HTR7
35084 HTR7 PTGER1
35085 HTR7 PTGER3
35086 HTR7 PTGFR
35087 HTR7 RYR2
35088 HTR7 RYR3
35089 HTR7 SLC8A1
35090 HTR7 SLC8A2
35091 HTR7 SLC8A3
35092 SPHK1 HTR7
35093 HTR7 STIM2
35094 HTR7 TACR1
35095 HTR7 TBXA2R
35096 HTR7 TNNC1
35097 HTR7 TNNC2
35098 ITPKA LHCGR
35099 ITPKA MYLK2
35100 ITPKA MYLK3
35101 ITPKA MYLK4
35102 NOS1 ITPKA
35103 NOS2 ITPKA
35104 ITPKA NOS3
35105 ITPKA NTSR1
35106 ITPKA OXTR
35107 ITPKA P2RX1
35108 ITPKA P2RX5
35109 ITPKA P2RX6
35110 ITPKA P2RX7
35111 PDGFRA ITPKA
35112 ITPKA PLN
35113 PTAFR ITPKA
35114 ITPKA PTGER1
35115 ITPKA PTGER3
35116 ITPKA PTGFR
35117 ITPKA RYR2
35118 ITPKA RYR3
35119 ITPKA SLC8A1
35120 ITPKA SLC8A2
35121 ITPKA SLC8A3
35122 SPHK1 ITPKA
35123 ITPKA STIM2
35124 ITPKA TACR1
35125 ITPKA TBXA2R
35126 ITPKA TNNC1
35127 ITPKA TNNC2
35128 ITPKC LHCGR
35129 ITPKC MYLK2
35130 ITPKC MYLK3
35131 ITPKC MYLK4
35132 NOS1 ITPKC
35133 NOS2 ITPKC
35134 ITPKC NOS3
35135 ITPKC NTSR1
35136 ITPKC OXTR
35137 ITPKC P2RX1
35138 ITPKC P2RX5
35139 ITPKC P2RX6
35140 ITPKC P2RX7
35141 PDGFRA ITPKC
35142 ITPKC PLN
35143 PTAFR ITPKC
35144 ITPKC PTGER1
35145 ITPKC PTGER3
35146 ITPKC PTGFR
35147 ITPKC RYR2
35148 ITPKC RYR3
35149 ITPKC SLC8A1
35150 ITPKC SLC8A2
35151 ITPKC SLC8A3
35152 SPHK1 ITPKC
35153 ITPKC STIM2
35154 ITPKC TACR1
35155 ITPKC TBXA2R
35156 ITPKC TNNC1
35157 ITPKC TNNC2
35158 LHCGR MYLK2
35159 LHCGR MYLK3
35160 LHCGR MYLK4
35161 NOS1 LHCGR
35162 NOS2 LHCGR
35163 LHCGR NOS3
35164 LHCGR NTSR1
35165 LHCGR OXTR
35166 LHCGR P2RX1
35167 LHCGR P2RX5
35168 LHCGR P2RX6
35169 LHCGR P2RX7
35170 PDGFRA LHCGR
35171 PLCB1 LHCGR
35172 PLCB2 LHCGR
35173 LHCGR PLN
35174 PRKCG LHCGR
35175 PTAFR LHCGR
35176 LHCGR PTGER1
35177 LHCGR PTGER3
35178 LHCGR PTGFR
35179 LHCGR RYR2
35180 LHCGR RYR3
35181 LHCGR SLC8A1
35182 LHCGR SLC8A2
35183 LHCGR SLC8A3
35184 SPHK1 LHCGR
35185 LHCGR STIM2
35186 LHCGR TACR1
35187 LHCGR TBXA2R
35188 LHCGR TNNC1
35189 LHCGR TNNC2
35190 MYLK2 MYLK3
35191 MYLK2 MYLK4
35192 NOS1 MYLK2
35193 NOS2 MYLK2
35194 MYLK2 NOS3
35195 MYLK2 NTSR1
35196 MYLK2 OXTR
35197 MYLK2 P2RX1
35198 MYLK2 P2RX5
35199 MYLK2 P2RX6
35200 MYLK2 P2RX7
35201 PDGFRA MYLK2
35202 PLCB1 MYLK2
35203 PLCB2 MYLK2
35204 MYLK2 PLN
35205 PRKCG MYLK2
35206 PTAFR MYLK2
35207 MYLK2 PTGER1
35208 MYLK2 PTGER3
35209 MYLK2 PTGFR
35210 MYLK2 RYR2
35211 MYLK2 RYR3
35212 MYLK2 SLC8A1
35213 MYLK2 SLC8A2
35214 MYLK2 SLC8A3
35215 SPHK1 MYLK2
35216 MYLK2 STIM2
35217 MYLK2 TACR1
35218 MYLK2 TBXA2R
35219 MYLK2 TNNC1
35220 MYLK2 TNNC2
35221 MYLK3 MYLK4
35222 NOS1 MYLK3
35223 NOS2 MYLK3
35224 MYLK3 NOS3
35225 MYLK3 NTSR1
35226 MYLK3 OXTR
35227 MYLK3 P2RX1
35228 MYLK3 P2RX5
35229 MYLK3 P2RX6
35230 MYLK3 P2RX7
35231 PDGFRA MYLK3
35232 PLCB1 MYLK3
35233 PLCB2 MYLK3
35234 MYLK3 PLN
35235 PRKCG MYLK3
35236 PTAFR MYLK3
35237 MYLK3 PTGER1
35238 MYLK3 PTGER3
35239 MYLK3 PTGFR
35240 MYLK3 RYR2
35241 MYLK3 RYR3
35242 MYLK3 SLC8A1
35243 MYLK3 SLC8A2
35244 MYLK3 SLC8A3
35245 SPHK1 MYLK3
35246 MYLK3 STIM2
35247 MYLK3 TACR1
35248 MYLK3 TBXA2R
35249 MYLK3 TNNC1
35250 MYLK3 TNNC2
35251 NOS1 MYLK4
35252 NOS2 MYLK4
35253 MYLK4 NOS3
35254 MYLK4 NTSR1
35255 MYLK4 OXTR
35256 MYLK4 P2RX1
35257 MYLK4 P2RX5
35258 MYLK4 P2RX6
35259 MYLK4 P2RX7
35260 PDGFRA MYLK4
35261 PLCB1 MYLK4
35262 PLCB2 MYLK4
35263 MYLK4 PLN
35264 PRKCG MYLK4
35265 PTAFR MYLK4
35266 MYLK4 PTGER1
35267 MYLK4 PTGER3
35268 MYLK4 PTGFR
35269 MYLK4 RYR2
35270 MYLK4 RYR3
35271 MYLK4 SLC8A1
35272 MYLK4 SLC8A2
35273 MYLK4 SLC8A3
35274 SPHK1 MYLK4
35275 MYLK4 STIM2
35276 MYLK4 TACR1
35277 MYLK4 TBXA2R
35278 MYLK4 TNNC1
35279 MYLK4 TNNC2
35280 NOS1 NOS2
35281 NOS1 NOS3
35282 NOS1 NTSR1
35283 NOS1 OXTR
35284 NOS1 P2RX1
35285 NOS1 P2RX5
35286 NOS1 P2RX6
35287 NOS1 P2RX7
35288 NOS1 PDGFRA
35289 NOS1 PLCB1
35290 NOS1 PLCB2
35291 NOS1 PLN
35292 NOS1 PRKCG
35293 NOS1 PTAFR
35294 NOS1 PTGER1
35295 NOS1 PTGER3
35296 NOS1 PTGFR
35297 NOS1 RYR2
35298 NOS1 RYR3
35299 NOS1 SLC8A1
35300 NOS1 SLC8A2
35301 NOS1 SLC8A3
35302 SPHK1 NOS1
35303 NOS1 STIM2
35304 NOS1 TACR1
35305 NOS1 TBXA2R
35306 NOS1 TNNC1
35307 NOS1 TNNC2
35308 NOS2 NOS3
35309 NOS2 NTSR1
35310 NOS2 OXTR
35311 NOS2 P2RX1
35312 NOS2 P2RX5
35313 NOS2 P2RX6
35314 NOS2 P2RX7
35315 NOS2 PDGFRA
35316 NOS2 PLCB1
35317 NOS2 PLCB2
35318 NOS2 PLN
35319 NOS2 PRKCG
35320 NOS2 PTAFR
35321 NOS2 PTGER1
35322 NOS2 PTGER3
35323 NOS2 PTGFR
35324 NOS2 RYR2
35325 NOS2 RYR3
35326 NOS2 SLC8A1
35327 NOS2 SLC8A2
35328 NOS2 SLC8A3
35329 NOS2 STIM2
35330 NOS2 TACR1
35331 NOS2 TBXA2R
35332 NOS2 TNNC1
35333 NOS2 TNNC2
35334 NOS3 NTSR1
35335 NOS3 OXTR
35336 NOS3 P2RX1
35337 NOS3 P2RX5
35338 NOS3 P2RX6
35339 NOS3 P2RX7
35340 PDGFRA NOS3
35341 PLCB1 NOS3
35342 PLCB2 NOS3
35343 NOS3 PLN
35344 PRKCG NOS3
35345 PTAFR NOS3
35346 NOS3 PTGER1
35347 NOS3 PTGER3
35348 NOS3 PTGFR
35349 NOS3 RYR2
35350 NOS3 RYR3
35351 NOS3 SLC8A1
35352 NOS3 SLC8A2
35353 NOS3 SLC8A3
35354 SPHK1 NOS3
35355 NOS3 STIM2
35356 NOS3 TACR1
35357 NOS3 TBXA2R
35358 NOS3 TNNC1
35359 NOS3 TNNC2
35360 NTSR1 OXTR
35361 NTSR1 P2RX1
35362 NTSR1 P2RX5
35363 NTSR1 P2RX6
35364 NTSR1 P2RX7
35365 PDGFRA NTSR1
35366 PLCB1 NTSR1
35367 PLCB2 NTSR1
35368 NTSR1 PLN
35369 PRKCG NTSR1
35370 PTAFR NTSR1
35371 NTSR1 PTGER1
35372 NTSR1 PTGER3
35373 NTSR1 PTGFR
35374 NTSR1 RYR2
35375 NTSR1 RYR3
35376 NTSR1 SLC8A1
35377 NTSR1 SLC8A2
35378 NTSR1 SLC8A3
35379 SPHK1 NTSR1
35380 NTSR1 STIM2
35381 NTSR1 TACR1
35382 NTSR1 TBXA2R
35383 NTSR1 TNNC1
35384 NTSR1 TNNC2
35385 OXTR P2RX1
35386 OXTR P2RX5
35387 OXTR P2RX6
35388 OXTR P2RX7
35389 PDGFRA OXTR
35390 PLCB1 OXTR
35391 PLCB2 OXTR
35392 OXTR PLN
35393 PRKCG OXTR
35394 PTAFR OXTR
35395 OXTR PTGER1
35396 OXTR PTGER3
35397 OXTR PTGFR
35398 OXTR RYR2
35399 OXTR RYR3
35400 OXTR SLC8A1
35401 OXTR SLC8A2
35402 OXTR SLC8A3
35403 SPHK1 OXTR
35404 OXTR STIM2
35405 OXTR TACR1
35406 OXTR TBXA2R
35407 OXTR TNNC1
35408 OXTR TNNC2
35409 P2RX1 P2RX5
35410 P2RX1 P2RX6
35411 P2RX1 P2RX7
35412 PDGFRA P2RX1
35413 PLCB1 P2RX1
35414 PLCB2 P2RX1
35415 P2RX1 PLN
35416 PRKCG P2RX1
35417 PTAFR P2RX1
35418 P2RX1 PTGER1
35419 P2RX1 PTGER3
35420 P2RX1 PTGFR
35421 P2RX1 RYR2
35422 P2RX1 RYR3
35423 P2RX1 SLC8A1
35424 P2RX1 SLC8A2
35425 P2RX1 SLC8A3
35426 SPHK1 P2RX1
35427 P2RX1 STIM2
35428 P2RX1 TACR1
35429 P2RX1 TBXA2R
35430 P2RX1 TNNC1
35431 P2RX1 TNNC2
35432 P2RX5 P2RX6
35433 P2RX5 P2RX7
35434 PDGFRA P2RX5
35435 PLCB1 P2RX5
35436 PLCB2 P2RX5
35437 P2RX5 PLN
35438 PRKCG P2RX5
35439 PTAFR P2RX5
35440 P2RX5 PTGER1
35441 P2RX5 PTGER3
35442 P2RX5 PTGFR
35443 P2RX5 RYR2
35444 P2RX5 RYR3
35445 P2RX5 SLC8A1
35446 P2RX5 SLC8A2
35447 P2RX5 SLC8A3
35448 SPHK1 P2RX5
35449 P2RX5 STIM2
35450 P2RX5 TACR1
35451 P2RX5 TBXA2R
35452 P2RX5 TNNC1
35453 P2RX5 TNNC2
35454 P2RX6 P2RX7
35455 PDGFRA P2RX6
35456 PLCB1 P2RX6
35457 PLCB2 P2RX6
35458 P2RX6 PLN
35459 PRKCG P2RX6
35460 PTAFR P2RX6
35461 P2RX6 PTGER1
35462 P2RX6 PTGER3
35463 P2RX6 PTGFR
35464 P2RX6 RYR2
35465 P2RX6 RYR3
35466 P2RX6 SLC8A1
35467 P2RX6 SLC8A2
