V1 V2
100263 ABO FASN
100264 ABO FBP1
100265 ABO FBP2
100266 ABO FOLH1
100267 ABO FTCD
100268 ABO GAD1
100269 ABO GAD2
100270 ABO GAL3ST1
100271 ABO GALNT12
100272 ABO GALNT13
100273 ABO GALNT14
100274 ABO GALNT15
100275 ABO GALNT16
100276 ABO GALNT3
100277 ABO GALNT5
100278 ABO GALNT9
100279 ABO GALNTL6
100280 ABO GAMT
100281 ABO GATM
100282 ABO GCH1
100283 ABO GCNT4
100284 ABO GDA
100285 ABO GFPT2
100286 ABO GGT5
100287 ABO GLDC
100288 ABO GLUL
100289 ABO GPAM
100290 ABO GPAT2
100291 ABO GPT
100292 ABO GPT2
100293 ABO HAL
100294 ABO HAO1
100295 ABO HDC
100296 ABO HGD
100297 ABO HK2
100298 ABO HK3
100299 ABO HKDC1
100300 ABO HMGCLL1
100301 ABO HMGCS2
100302 ABO HOGA1
100303 ABO HPD
100304 ABO HPGDS
100305 ABO HPSE
100306 ABO HPSE2
100307 ABO HSD11B1
100308 ABO HSD17B2
100309 ABO HSD17B6
100310 ABO HSD3B2
100311 ABO HSD3B7
100312 ABO HYAL2
100313 ABO HYAL4
100314 ABO IDH1
100315 ABO IDO1
100316 ABO INPP4B
100317 ABO INPP5J
100318 ABO ITPKA
100319 ABO ITPKC
100320 ABO KL
100321 ABO KYNU
100322 ABO LAMA3
100323 ABO LDHAL6A
100324 ABO LDHC
100325 ABO LIPC
100326 ABO LIPF
100327 ABO LIPG
100328 ABO LIPT2
100329 ABO LTC4S
100330 ABO MAOA
100331 ABO MAOB
100332 ABO MAT1A
100333 ABO ME1
100334 ABO MGAM
100335 MGAT3 ABO
100336 MGAT4C ABO
100337 MGAT5B ABO
100338 ABO MTHFD1L
100339 ABO MTHFD2
100340 ABO NAGS
100341 ABO NAMPT
100342 ABO NAT1
100343 ABO NAT8L
100344 ABO ND5
100345 ABO ND6
100346 ABO NDUFA4L2
100347 ABO NME1
100348 ABO NMNAT2
100349 ABO NMRK2
100350 ABO NNMT
100351 ABO NOS1
100352 ABO NOS2
100353 ABO NOS3
100354 ABO NT5E
100355 ABO OGDHL
100356 ABO OLAH
100357 ABO OTC
100358 ABO P4HA1
100359 ABO PAH
100360 ABO PANK1
100361 ABO PCK1
100362 ABO PCYT1B
100363 ABO PGAM2
100364 ABO PHGDH
100365 ABO PHOSPHO1
100366 ABO PLA2G1B
100367 ABO PLA2G2A
100368 ABO PLA2G4A
100369 ABO PLA2G4C
100370 ABO PLA2G4E
100371 ABO PLA2G4F
100372 ABO PLA2G5
100373 ABO PLA2G7
100374 ABO PLB1
100375 ABO PLCB1
100376 ABO PLCB2
100377 ABO PLCH1
100378 ABO PLCH2
100379 ABO PLD4
100380 ABO PNLIP
100381 ABO PNLIPRP1
100382 ABO PNMT
100383 ABO PNP
100384 ABO PON1
100385 ABO PRODH
100386 ABO PSAT1
100387 ABO PSPH
100388 ABO PTGDS
100389 ABO PTGES
100390 ABO PTGIS
100391 ABO PTGS1
100392 ABO PTGS2
100393 ABO PYCR1
100394 ABO PYGM
100395 ABO QPRT
100396 ABO RGN
100397 ABO RRM2
100398 ABO SARDH
100399 ABO SDS
100400 ABO SDSL
100401 ABO SGMS2
100402 ABO SMPD3
100403 ABO SPHK1
100404 SQLE ABO
100405 ST6GAL1 ABO
100406 ST6GAL2 ABO
100407 ABO ST6GALNAC1
100408 ABO ST6GALNAC3
100409 ABO ST8SIA5
100410 ABO TAT
100411 ABO TBXAS1
100412 ABO TDO2
100413 ABO TK1
100414 ABO TKTL1
100415 ABO TPH1
100416 ABO TPO
100417 ABO TST
100418 ABO TYMP
100419 ABO TYMS
100420 ABO TYRP1
100421 ABO UAP1
100422 ABO UGCG
100423 ABO UGT1A1
100424 ABO UGT1A10
100425 ABO UGT1A3
100426 ABO UGT1A4
100427 ABO UGT1A5
100428 ABO UGT1A6
100429 ABO UGT1A7
100430 ABO UGT1A8
100431 ABO UGT1A9
100432 ABO UGT2B17
100433 ABO UGT2B4
100434 ABO UGT8
100435 ABO UPB1
100436 ABO UPP1
100437 ABO WBSCR17
100438 ABO XDH
100439 ACACB ACADL
100440 ACACB ACOT4
100441 ACACB ACSM1
100442 ACACB ACSM2A
100443 ACACB ACSM2B
100444 ACACB ACSM5
100445 ACACB ADH1A
100446 ACACB ADH1B
100447 ACACB ADH1C
100448 ACACB ADH4
100449 ACACB ADH6
100450 ACACB AGMAT
100451 ACACB AGXT
100452 ACACB AK4
100453 ACACB AK5
100454 ACACB AK7
100455 ACACB AKR1B10
100456 AKR1C3 ACACB
100457 ACACB AKR1C4
100458 ACACB ALAS2
100459 ACACB ALDH1A1
100460 ACACB ALDH1A2
100461 ACACB ALDH1A3
100462 ACACB ALDH1B1
100463 ACACB ALDH3A1
100464 ACACB ALDH3B2
100465 ACACB ALDOB
100466 ACACB ALDOC
100467 ALOX12B ACACB
100468 ALOX15 ACACB
100469 ALOX15B ACACB
100470 ALOX5 ACACB
100471 ACACB ALPL
100472 ACACB AMDHD1
100473 ACACB AMPD1
100474 ACACB AMPD3
100475 AMY1B ACACB
100476 AMY1C ACACB
100477 AMY2A ACACB
100478 ANPEP ACACB
100479 ACACB AOC1
100480 ACACB AOC2
100481 AOX1 ACACB
100482 ACACB ARG1
100483 ACACB ASPA
100484 ACACB AZIN2
100485 B3GALT2 ACACB
100486 B3GALT5 ACACB
100487 B3GNT3 ACACB
100488 B3GNT5 ACACB
100489 BAAT ACACB
100490 ACACB BCAT1
100491 ACACB BCO1
100492 ACACB BDH1
100493 ACACB BHMT
100494 ACACB BHMT2
100495 ACACB CBS
100496 CD38 ACACB
100497 ACACB CDA
100498 ACACB CDO1
100499 ACACB CECR1
100500 CEL ACACB
100501 CERS3 ACACB
100502 ACACB CES1
100503 ACACB CHIA
100504 ACACB CHIT1
100505 ACACB CKM
100506 ACACB CKMT1A
100507 ACACB CKMT1B
100508 ACACB CKMT2
100509 ACACB CMBL
100510 ACACB CMPK2
100511 ACACB CNDP1
100512 ACACB COX6A2
100513 ACACB COX6B2
100514 ACACB CPS1
100515 CSGALNACT1 ACACB
100516 ACACB CTH
100517 CYP11A1 ACACB
100518 ACACB CYP11B1
100519 CYP17A1 ACACB
100520 CYP19A1 ACACB
100521 CYP1A1 ACACB
100522 ACACB CYP1A2
100523 CYP21A2 ACACB
100524 ACACB CYP26B1
100525 ACACB CYP27A1
100526 CYP27B1 ACACB
100527 ACACB CYP2A6
100528 ACACB CYP2B6
100529 CYP2C8 ACACB
100530 CYP2C9 ACACB
100531 ACACB CYP2E1
100532 CYP2J2 ACACB
100533 ACACB CYP2S1
100534 CYP3A4 ACACB
100535 ACACB CYP3A5
100536 CYP4A11 ACACB
100537 ACACB CYP4F3
100538 ACACB CYP8B1
100539 ACACB DBH
100540 ACACB DCT
100541 DDC ACACB
100542 ACACB DGAT2
100543 DGKB ACACB
100544 DGKG ACACB
100545 DGKI ACACB
100546 DGKK ACACB
100547 DHCR24 ACACB
100548 DHCR7 ACACB
100549 ACACB DHRS9
100550 ACACB DMGDH
100551 ACACB DPYS
100552 ACACB EHHADH
100553 ACACB ENPP3
100554 ACACB EPHX2
100555 ACACB ETNPPL
100556 EXTL1 ACACB
100557 ACACB FOLH1
100558 ACACB FTCD
100559 FUT1 ACACB
100560 FUT2 ACACB
100561 FUT3 ACACB
100562 FUT7 ACACB
100563 FUT9 ACACB
100564 GAD1 ACACB
100565 GAD2 ACACB
100566 GAL3ST1 ACACB
100567 GALNT12 ACACB
100568 GALNT13 ACACB
100569 GALNT14 ACACB
100570 GALNT15 ACACB
100571 GALNT16 ACACB
100572 GALNT3 ACACB
100573 GALNT5 ACACB
100574 GALNT9 ACACB
100575 GALNTL6 ACACB
100576 ACACB GAMT
100577 ACACB GATM
100578 ACACB GCH1
100579 GCNT4 ACACB
100580 ACACB GDA
100581 ACACB GGT5
100582 ACACB GLDC
100583 GLUL ACACB
100584 ACACB GPAM
100585 ACACB GPAT2
100586 ACACB GPT
100587 ACACB GPT2
100588 ACACB HAL
100589 ACACB HAO1
100590 ACACB HDC
100591 ACACB HGD
100592 ACACB HMGCLL1
100593 ACACB HMGCS2
100594 ACACB HOGA1
100595 ACACB HPD
100596 ACACB HPGDS
100597 HPSE ACACB
100598 HPSE2 ACACB
100599 ACACB HSD11B1
100600 HSD17B2 ACACB
100601 ACACB HSD17B6
100602 HSD3B2 ACACB
100603 ACACB HSD3B7
100604 HYAL2 ACACB
100605 HYAL4 ACACB
100606 ACACB IDH1
100607 IDO1 ACACB
100608 INPP4B ACACB
100609 INPP5J ACACB
100610 ITPKA ACACB
100611 ITPKC ACACB
100612 KL ACACB
100613 ACACB KYNU
100614 LAMA3 ACACB
100615 ACACB LIPC
100616 ACACB LIPF
100617 ACACB LIPG
100618 ACACB LIPT2
100619 ACACB LTC4S
100620 MAOA ACACB
100621 MAOB ACACB
100622 ACACB MAT1A
100623 ACACB ME1
100624 ACACB MGAM
100625 MGAT3 ACACB
100626 MGAT4C ACACB
100627 MGAT5B ACACB
100628 ACACB MTHFD1L
100629 ACACB MTHFD2
100630 ACACB NAGS
100631 ACACB NAMPT
100632 ACACB NAT1
100633 ACACB NAT8L
100634 ACACB ND5
100635 ACACB ND6
100636 ACACB NDUFA4L2
100637 ACACB NME1
100638 ACACB NMNAT2
100639 ACACB NMRK2
100640 ACACB NNMT
100641 NOS1 ACACB
100642 NOS2 ACACB
100643 ACACB NT5E
100644 ACACB OGDHL
100645 ACACB OLAH
100646 ACACB OTC
100647 ACACB P4HA1
100648 ACACB PAH
100649 ACACB PANK1
100650 ACACB PCYT1B
100651 ACACB PHGDH
100652 ACACB PHOSPHO1
100653 PLA2G1B ACACB
100654 PLA2G2A ACACB
100655 PLA2G4A ACACB
100656 PLA2G4C ACACB
100657 PLA2G4E ACACB
100658 PLA2G4F ACACB
100659 PLA2G5 ACACB
100660 ACACB PLA2G7
100661 ACACB PLB1
100662 PLCH1 ACACB
100663 PLCH2 ACACB
100664 ACACB PLD4
100665 PNLIP ACACB
100666 PNLIPRP1 ACACB
100667 ACACB PNMT
100668 ACACB PNP
100669 ACACB PON1
100670 ACACB PRODH
100671 ACACB PSAT1
100672 ACACB PSPH
100673 ACACB PTGDS
100674 ACACB PTGES
100675 ACACB PTGIS
100676 PTGS1 ACACB
100677 PTGS2 ACACB
100678 ACACB PYCR1
100679 ACACB QPRT
100680 ACACB RGN
100681 ACACB RRM2
100682 ACACB SARDH
100683 ACACB SDS
100684 ACACB SDSL
100685 SGMS2 ACACB
100686 SMPD3 ACACB
100687 SPHK1 ACACB
100688 SQLE ACACB
100689 ST3GAL6 ACACB
100690 ST6GAL1 ACACB
100691 ST6GAL2 ACACB
100692 ST6GALNAC1 ACACB
100693 ST6GALNAC3 ACACB
100694 ST8SIA1 ACACB
100695 ACACB ST8SIA5
100696 ACACB TAT
100697 TBXAS1 ACACB
100698 ACACB TDO2
100699 ACACB TK1
100700 ACACB TKTL1
100701 TPH1 ACACB
100702 TPO ACACB
100703 ACACB TST
100704 ACACB TYMP
100705 ACACB TYMS
100706 ACACB TYRP1
100707 ACACB UAP1
100708 UGCG ACACB
100709 ACACB UGT1A1
100710 ACACB UGT1A10
100711 ACACB UGT1A3
100712 ACACB UGT1A4
100713 ACACB UGT1A5
100714 ACACB UGT1A6
100715 ACACB UGT1A7
100716 ACACB UGT1A8
100717 ACACB UGT1A9
100718 ACACB UGT2B17
100719 ACACB UGT2B4
100720 ACACB UGT8
100721 ACACB UPB1
100722 ACACB UPP1
100723 ACACB WBSCR17
100724 ACACB XDH
100725 ACADL ACOT4
100726 ACSL1 ACADL
100727 ACSL4 ACADL
100728 ACSL6 ACADL
100729 ACADL ACSM1
100730 ACADL ACSM2A
100731 ACADL ACSM2B
100732 ACADL ACSM5
100733 ACADL ADH1A
100734 ACADL ADH1B
100735 ACADL ADH1C
100736 ACADL ADH4
100737 ACADL ADH6
100738 ACADL AGMAT
100739 ACADL AGXT
100740 ACADL AK4
100741 ACADL AK5
100742 ACADL AK7
100743 ACADL AKR1B10
100744 AKR1C3 ACADL
100745 ACADL AKR1C4
100746 ACADL ALAS2
100747 ACADL ALDH1A1
100748 ACADL ALDH1A2
100749 ACADL ALDH1A3
100750 ACADL ALDH1B1
100751 ACADL ALDH3A1
100752 ACADL ALDH3B2
100753 ACADL ALDOB
100754 ACADL ALDOC
100755 ALOX12B ACADL
100756 ALOX15 ACADL
100757 ALOX15B ACADL
100758 ALOX5 ACADL
100759 ACADL ALPL
100760 ACADL AMDHD1
100761 ACADL AMPD1
100762 ACADL AMPD3
100763 AMY1B ACADL
100764 AMY1C ACADL
100765 AMY2A ACADL
100766 ANPEP ACADL
100767 ACADL AOC1
100768 ACADL AOC2
100769 AOX1 ACADL
100770 ARG1 ACADL
100771 ACADL ASPA
100772 ACADL AZIN2
100773 B3GALT2 ACADL
100774 B3GALT5 ACADL
100775 B3GNT3 ACADL
100776 B3GNT5 ACADL
100777 BAAT ACADL
100778 ACADL BCAT1
100779 ACADL BCO1
100780 ACADL BDH1
100781 ACADL BHMT
100782 ACADL BHMT2
100783 ACADL CBS
100784 CD38 ACADL
100785 ACADL CDA
100786 ACADL CDO1
100787 ACADL CECR1
100788 CEL ACADL
100789 CERS3 ACADL
100790 ACADL CES1
100791 ACADL CHIA
100792 ACADL CHIT1
100793 ACADL CKM
100794 ACADL CKMT1A
100795 ACADL CKMT1B
100796 ACADL CKMT2
100797 ACADL CMBL
100798 ACADL CMPK2
100799 ACADL CNDP1
100800 COX6A2 ACADL
100801 COX6B2 ACADL
100802 ACADL CPS1
100803 CSGALNACT1 ACADL
100804 ACADL CTH
100805 CYP11A1 ACADL
100806 ACADL CYP11B1
100807 CYP17A1 ACADL
100808 CYP19A1 ACADL
100809 CYP1A1 ACADL
100810 ACADL CYP1A2
100811 CYP21A2 ACADL
100812 ACADL CYP26B1
100813 ACADL CYP27A1
100814 CYP27B1 ACADL
100815 ACADL CYP2A6
100816 ACADL CYP2B6
100817 CYP2C8 ACADL
100818 CYP2C9 ACADL
100819 CYP2E1 ACADL
100820 CYP2J2 ACADL
100821 ACADL CYP2S1
100822 CYP3A4 ACADL
100823 ACADL CYP3A5
100824 CYP4A11 ACADL
100825 ACADL CYP4F3
100826 ACADL CYP8B1
100827 ACADL DBH
100828 DCT ACADL
100829 DDC ACADL
100830 ACADL DGAT2
100831 DGKB ACADL
100832 DGKG ACADL
100833 DGKI ACADL
100834 DGKK ACADL
100835 DHCR24 ACADL
100836 DHCR7 ACADL
100837 ACADL DHRS9
100838 ACADL DMGDH
100839 ACADL DPYS
100840 ACADL EHHADH
100841 ACADL ENPP3
100842 ACADL EPHX2
100843 ACADL ETNPPL
100844 EXTL1 ACADL
100845 FASN ACADL
100846 FBP1 ACADL
100847 FBP2 ACADL
100848 ACADL FOLH1
100849 ACADL FTCD
100850 FUT1 ACADL
100851 FUT2 ACADL
100852 FUT3 ACADL
100853 FUT7 ACADL
100854 FUT9 ACADL
100855 GAD1 ACADL
100856 GAD2 ACADL
100857 GAL3ST1 ACADL
100858 GALNT12 ACADL
100859 GALNT13 ACADL
100860 GALNT14 ACADL
100861 GALNT15 ACADL
100862 GALNT16 ACADL
100863 GALNT3 ACADL
100864 GALNT5 ACADL
100865 GALNT9 ACADL
100866 GALNTL6 ACADL
100867 ACADL GAMT
100868 ACADL GATM
100869 ACADL GCH1
100870 GCNT4 ACADL
100871 ACADL GDA
100872 GFPT2 ACADL
100873 ACADL GGT5
100874 ACADL GLDC
100875 GLUL ACADL
100876 ACADL GPAM
100877 ACADL GPAT2
100878 ACADL GPT
100879 ACADL GPT2
100880 ACADL HAL
100881 ACADL HAO1
100882 ACADL HDC
100883 ACADL HGD
100884 HK2 ACADL
100885 HK3 ACADL
100886 HKDC1 ACADL
100887 ACADL HMGCLL1
100888 ACADL HMGCS2
100889 ACADL HOGA1
100890 ACADL HPD
100891 ACADL HPGDS
100892 HPSE ACADL
100893 HPSE2 ACADL
100894 ACADL HSD11B1
100895 HSD17B2 ACADL
100896 ACADL HSD17B6
100897 HSD3B2 ACADL
100898 ACADL HSD3B7
100899 HYAL2 ACADL
100900 HYAL4 ACADL
100901 IDH1 ACADL
100902 IDO1 ACADL
100903 INPP4B ACADL
100904 INPP5J ACADL
100905 ITPKA ACADL
100906 ITPKC ACADL
100907 KL ACADL
100908 ACADL KYNU
100909 LAMA3 ACADL
100910 LDHAL6A ACADL
100911 LDHC ACADL
100912 ACADL LIPC
100913 ACADL LIPF
100914 ACADL LIPG
100915 ACADL LIPT2
100916 ACADL LTC4S
100917 MAOA ACADL
100918 MAOB ACADL
100919 ACADL MAT1A
100920 ACADL ME1
100921 MGAM ACADL
100922 MGAT3 ACADL
100923 MGAT4C ACADL
100924 MGAT5B ACADL
100925 ACADL MTHFD1L
100926 ACADL MTHFD2
100927 ACADL NAGS
100928 ACADL NAMPT
100929 ACADL NAT1
100930 ACADL NAT8L
100931 ND5 ACADL
100932 ND6 ACADL
100933 NDUFA4L2 ACADL
100934 ACADL NME1
100935 ACADL NMNAT2
100936 ACADL NMRK2
100937 ACADL NNMT
100938 NOS1 ACADL
100939 NOS2 ACADL
100940 NOS3 ACADL
100941 ACADL NT5E
100942 ACADL OGDHL
100943 ACADL OLAH
100944 ACADL OTC
100945 ACADL P4HA1
100946 ACADL PAH
100947 ACADL PANK1
100948 PCK1 ACADL
100949 PCYT1B ACADL
100950 PGAM2 ACADL
100951 ACADL PHGDH
100952 ACADL PHOSPHO1
100953 PLA2G1B ACADL
100954 PLA2G2A ACADL
100955 PLA2G4A ACADL
100956 PLA2G4C ACADL
100957 PLA2G4E ACADL
100958 PLA2G4F ACADL
100959 PLA2G5 ACADL
100960 ACADL PLA2G7
100961 ACADL PLB1
100962 PLCB1 ACADL
100963 PLCB2 ACADL
100964 PLCH1 ACADL
100965 PLCH2 ACADL
100966 ACADL PLD4
100967 PNLIP ACADL
100968 PNLIPRP1 ACADL
100969 ACADL PNMT
100970 ACADL PNP
100971 ACADL PON1
100972 ACADL PRODH
100973 ACADL PSAT1
100974 ACADL PSPH
100975 ACADL PTGDS
100976 ACADL PTGES
100977 ACADL PTGIS
100978 PTGS1 ACADL
100979 PTGS2 ACADL
100980 ACADL PYCR1
100981 PYGM ACADL
100982 ACADL QPRT
100983 ACADL RGN
100984 RRM2 ACADL
100985 ACADL SARDH
100986 ACADL SDS
100987 ACADL SDSL
100988 SGMS2 ACADL
100989 SMPD3 ACADL
100990 SPHK1 ACADL
100991 SQLE ACADL
100992 ST3GAL6 ACADL
100993 ST6GAL1 ACADL
100994 ST6GAL2 ACADL
100995 ST6GALNAC1 ACADL
100996 ST6GALNAC3 ACADL
100997 ST8SIA1 ACADL
100998 ACADL ST8SIA5
100999 ACADL TAT
101000 TBXAS1 ACADL
101001 ACADL TDO2
101002 ACADL TK1
101003 ACADL TKTL1
101004 TPH1 ACADL
101005 TPO ACADL
101006 ACADL TST
101007 TYMP ACADL
101008 ACADL TYMS
101009 TYRP1 ACADL
101010 ACADL UAP1
101011 UGCG ACADL
101012 ACADL UGT1A1
101013 ACADL UGT1A10
101014 ACADL UGT1A3
101015 ACADL UGT1A4
101016 ACADL UGT1A5
101017 ACADL UGT1A6
101018 ACADL UGT1A7
101019 ACADL UGT1A8
101020 ACADL UGT1A9
101021 ACADL UGT2B17
101022 ACADL UGT2B4
101023 ACADL UGT8
101024 ACADL UPB1
101025 ACADL UPP1
101026 ACADL WBSCR17
101027 ACADL XDH
101028 ACSL1 ACOT4
101029 ACSL4 ACOT4
101030 ACSL6 ACOT4
101031 ACOT4 ACSM1
101032 ACOT4 ACSM2A
101033 ACOT4 ACSM2B
101034 ACOT4 ACSM5
101035 ACOT4 ADH1A
101036 ACOT4 ADH1B
101037 ACOT4 ADH1C
101038 ACOT4 ADH4
101039 ACOT4 ADH6
101040 ACOT4 AGMAT
101041 ACOT4 AGXT
101042 ACOT4 AK4
101043 ACOT4 AK5
101044 ACOT4 AK7
101045 ACOT4 AKR1B10
101046 AKR1C3 ACOT4
101047 ACOT4 AKR1C4
101048 ACOT4 ALAS2
101049 ACOT4 ALDH1A1
101050 ACOT4 ALDH1A2
101051 ACOT4 ALDH1A3
101052 ACOT4 ALDH1B1
101053 ACOT4 ALDH3A1
101054 ACOT4 ALDH3B2
101055 ACOT4 ALDOB
101056 ACOT4 ALDOC
101057 ALOX12B ACOT4
101058 ALOX15 ACOT4
101059 ALOX15B ACOT4
101060 ALOX5 ACOT4
101061 ACOT4 ALPL
101062 ACOT4 AMDHD1
101063 ACOT4 AMPD1
101064 ACOT4 AMPD3
101065 AMY1B ACOT4
101066 AMY1C ACOT4
101067 AMY2A ACOT4
101068 ANPEP ACOT4
101069 ACOT4 AOC1
101070 ACOT4 AOC2
101071 AOX1 ACOT4
101072 ARG1 ACOT4
101073 ACOT4 ASPA
101074 ACOT4 AZIN2
101075 B3GALT2 ACOT4
101076 B3GALT5 ACOT4
101077 B3GNT3 ACOT4
101078 B3GNT5 ACOT4
101079 BAAT ACOT4
101080 ACOT4 BCAT1
101081 ACOT4 BCO1
101082 ACOT4 BDH1
101083 ACOT4 BHMT
101084 ACOT4 BHMT2
101085 ACOT4 CBS
101086 CD38 ACOT4
101087 ACOT4 CDA
101088 ACOT4 CDO1
101089 ACOT4 CECR1
101090 CEL ACOT4
101091 CERS3 ACOT4
101092 ACOT4 CES1
101093 ACOT4 CHIA
101094 ACOT4 CHIT1
101095 ACOT4 CKM
101096 ACOT4 CKMT1A
101097 ACOT4 CKMT1B
101098 ACOT4 CKMT2
101099 ACOT4 CMBL
101100 ACOT4 CMPK2
101101 ACOT4 CNDP1
101102 COX6A2 ACOT4
101103 COX6B2 ACOT4
101104 ACOT4 CPS1
101105 CSGALNACT1 ACOT4
101106 ACOT4 CTH
101107 CYP11A1 ACOT4
101108 ACOT4 CYP11B1
101109 CYP17A1 ACOT4
101110 CYP19A1 ACOT4
101111 CYP1A1 ACOT4
101112 ACOT4 CYP1A2
101113 CYP21A2 ACOT4
101114 ACOT4 CYP26B1
101115 ACOT4 CYP27A1
101116 CYP27B1 ACOT4
101117 ACOT4 CYP2A6
101118 ACOT4 CYP2B6
101119 CYP2C8 ACOT4
101120 CYP2C9 ACOT4
101121 CYP2E1 ACOT4
101122 CYP2J2 ACOT4
101123 ACOT4 CYP2S1
101124 CYP3A4 ACOT4
101125 ACOT4 CYP3A5
101126 CYP4A11 ACOT4
101127 ACOT4 CYP4F3
101128 ACOT4 CYP8B1
101129 ACOT4 DBH
101130 DCT ACOT4
101131 DDC ACOT4
101132 ACOT4 DGAT2
101133 DGKB ACOT4
101134 DGKG ACOT4
101135 DGKI ACOT4
101136 DGKK ACOT4
101137 DHCR24 ACOT4
101138 DHCR7 ACOT4
101139 ACOT4 DHRS9
101140 ACOT4 DMGDH
101141 ACOT4 DPYS
101142 ACOT4 EHHADH
101143 ACOT4 ENPP3
101144 ACOT4 EPHX2
101145 ACOT4 ETNPPL
101146 EXTL1 ACOT4
101147 FASN ACOT4
101148 FBP1 ACOT4
101149 FBP2 ACOT4
101150 ACOT4 FOLH1
101151 ACOT4 FTCD
101152 FUT1 ACOT4
101153 FUT2 ACOT4
101154 FUT3 ACOT4
101155 FUT7 ACOT4
101156 FUT9 ACOT4
101157 GAD1 ACOT4
101158 GAD2 ACOT4
101159 GAL3ST1 ACOT4
101160 GALNT12 ACOT4
101161 GALNT13 ACOT4
101162 GALNT14 ACOT4
101163 GALNT15 ACOT4
101164 GALNT16 ACOT4
101165 GALNT3 ACOT4
101166 GALNT5 ACOT4
101167 GALNT9 ACOT4
101168 GALNTL6 ACOT4
101169 ACOT4 GAMT
101170 ACOT4 GATM
101171 ACOT4 GCH1
101172 GCNT4 ACOT4
101173 ACOT4 GDA
101174 GFPT2 ACOT4
101175 ACOT4 GGT5
101176 ACOT4 GLDC
101177 GLUL ACOT4
101178 ACOT4 GPAM
101179 ACOT4 GPAT2
101180 ACOT4 GPT
101181 ACOT4 GPT2
101182 ACOT4 HAL
101183 ACOT4 HAO1
101184 ACOT4 HDC
101185 ACOT4 HGD
101186 HK2 ACOT4
101187 HK3 ACOT4
101188 HKDC1 ACOT4
101189 ACOT4 HMGCLL1
101190 ACOT4 HMGCS2
101191 ACOT4 HOGA1
101192 ACOT4 HPD
101193 ACOT4 HPGDS
101194 HPSE ACOT4
101195 HPSE2 ACOT4
101196 ACOT4 HSD11B1
101197 HSD17B2 ACOT4
101198 ACOT4 HSD17B6
101199 HSD3B2 ACOT4
101200 ACOT4 HSD3B7
101201 HYAL2 ACOT4
101202 HYAL4 ACOT4
101203 IDH1 ACOT4
101204 IDO1 ACOT4
101205 INPP4B ACOT4
101206 INPP5J ACOT4
101207 ITPKA ACOT4
101208 ITPKC ACOT4
101209 KL ACOT4
101210 ACOT4 KYNU
101211 LAMA3 ACOT4
101212 LDHAL6A ACOT4
101213 LDHC ACOT4
101214 ACOT4 LIPC
101215 ACOT4 LIPF
101216 ACOT4 LIPG
101217 ACOT4 LIPT2
101218 ACOT4 LTC4S
101219 MAOA ACOT4
101220 MAOB ACOT4
101221 ACOT4 MAT1A
101222 ACOT4 ME1
101223 MGAM ACOT4
101224 MGAT3 ACOT4
101225 MGAT4C ACOT4
101226 MGAT5B ACOT4
101227 ACOT4 MTHFD1L
101228 ACOT4 MTHFD2
101229 ACOT4 NAGS
101230 ACOT4 NAMPT
101231 ACOT4 NAT1
101232 ACOT4 NAT8L
101233 ND5 ACOT4
101234 ND6 ACOT4
101235 NDUFA4L2 ACOT4
101236 ACOT4 NME1
101237 ACOT4 NMNAT2
101238 ACOT4 NMRK2
101239 ACOT4 NNMT
101240 NOS1 ACOT4
101241 NOS2 ACOT4
101242 NOS3 ACOT4
101243 ACOT4 NT5E
101244 ACOT4 OGDHL
101245 ACOT4 OLAH
101246 ACOT4 OTC
101247 ACOT4 P4HA1
101248 ACOT4 PAH
101249 ACOT4 PANK1
101250 PCK1 ACOT4
101251 PCYT1B ACOT4
101252 PGAM2 ACOT4
101253 ACOT4 PHGDH
101254 ACOT4 PHOSPHO1
101255 PLA2G1B ACOT4
101256 PLA2G2A ACOT4
101257 PLA2G4A ACOT4
101258 PLA2G4C ACOT4
101259 PLA2G4E ACOT4
101260 PLA2G4F ACOT4
101261 PLA2G5 ACOT4
101262 ACOT4 PLA2G7
101263 ACOT4 PLB1
101264 PLCB1 ACOT4
101265 PLCB2 ACOT4
101266 PLCH1 ACOT4
101267 PLCH2 ACOT4
101268 ACOT4 PLD4
101269 PNLIP ACOT4
101270 PNLIPRP1 ACOT4
101271 ACOT4 PNMT
101272 ACOT4 PNP
101273 ACOT4 PON1
101274 ACOT4 PRODH
101275 ACOT4 PSAT1
101276 ACOT4 PSPH
101277 ACOT4 PTGDS
101278 ACOT4 PTGES
101279 ACOT4 PTGIS
101280 PTGS1 ACOT4
101281 PTGS2 ACOT4
101282 ACOT4 PYCR1
101283 PYGM ACOT4
101284 ACOT4 QPRT
101285 ACOT4 RGN
101286 RRM2 ACOT4
101287 ACOT4 SARDH
101288 ACOT4 SDS
101289 ACOT4 SDSL
101290 SGMS2 ACOT4
101291 SMPD3 ACOT4
101292 SPHK1 ACOT4
101293 SQLE ACOT4
101294 ST3GAL6 ACOT4
101295 ST6GAL1 ACOT4
101296 ST6GAL2 ACOT4
101297 ST6GALNAC1 ACOT4
101298 ST6GALNAC3 ACOT4
101299 ST8SIA1 ACOT4
101300 ACOT4 ST8SIA5
101301 ACOT4 TAT
101302 TBXAS1 ACOT4
101303 ACOT4 TDO2
101304 ACOT4 TK1
101305 ACOT4 TKTL1
101306 TPH1 ACOT4
101307 TPO ACOT4
101308 ACOT4 TST
101309 TYMP ACOT4
101310 ACOT4 TYMS
