"","Var1","Var2","value"
"1",0.9,"PC-corrected",2571
"2",0.902040816326531,"PC-corrected",2658
"3",0.904081632653061,"PC-corrected",2754
"4",0.906122448979592,"PC-corrected",2830
"5",0.908163265306122,"PC-corrected",3043
"6",0.910204081632653,"PC-corrected",3169
"7",0.912244897959184,"PC-corrected",3343
"8",0.914285714285714,"PC-corrected",3447
"9",0.916326530612245,"PC-corrected",3550
"10",0.918367346938776,"PC-corrected",3606
"11",0.920408163265306,"PC-corrected",3892
"12",0.922448979591837,"PC-corrected",4213
"13",0.924489795918367,"PC-corrected",4363
"14",0.926530612244898,"PC-corrected",4473
"15",0.928571428571429,"PC-corrected",4674
"16",0.930612244897959,"PC-corrected",4882
"17",0.93265306122449,"PC-corrected",4996
"18",0.93469387755102,"PC-corrected",5154
"19",0.936734693877551,"PC-corrected",5471
"20",0.938775510204082,"PC-corrected",5697
"21",0.940816326530612,"PC-corrected",6009
"22",0.942857142857143,"PC-corrected",6369
"23",0.944897959183673,"PC-corrected",6670
"24",0.946938775510204,"PC-corrected",6900
"25",0.948979591836735,"PC-corrected",7167
"26",0.951020408163265,"PC-corrected",7616
"27",0.953061224489796,"PC-corrected",7879
"28",0.955102040816327,"PC-corrected",8421
"29",0.957142857142857,"PC-corrected",8748
"30",0.959183673469388,"PC-corrected",9477
"31",0.961224489795918,"PC-corrected",9930
"32",0.963265306122449,"PC-corrected",10787
"33",0.96530612244898,"PC-corrected",11348
"34",0.96734693877551,"PC-corrected",12111
"35",0.969387755102041,"PC-corrected",12771
"36",0.971428571428571,"PC-corrected",13637
"37",0.973469387755102,"PC-corrected",15181
"38",0.975510204081633,"PC-corrected",17131
"39",0.977551020408163,"PC-corrected",17865
"40",0.979591836734694,"PC-corrected",20104
"41",0.981632653061224,"PC-corrected",22039
"42",0.983673469387755,"PC-corrected",23444
"43",0.985714285714286,"PC-corrected",27316
"44",0.987755102040816,"PC-corrected",31432
"45",0.989795918367347,"PC-corrected",33201
"46",0.991836734693878,"PC-corrected",37114
"47",0.993877551020408,"PC-corrected",39245
"48",0.995918367346939,"PC-corrected",42117
"49",0.997959183673469,"PC-corrected",42150
"50",1,"PC-corrected",44170
"51",0.9,"half-PC",6853
"52",0.902040816326531,"half-PC",7330
"53",0.904081632653061,"half-PC",7572
"54",0.906122448979592,"half-PC",7787
"55",0.908163265306122,"half-PC",7943
"56",0.910204081632653,"half-PC",8354
"57",0.912244897959184,"half-PC",8604
"58",0.914285714285714,"half-PC",8871
"59",0.916326530612245,"half-PC",9270
"60",0.918367346938776,"half-PC",9494
"61",0.920408163265306,"half-PC",9586
"62",0.922448979591837,"half-PC",9903
"63",0.924489795918367,"half-PC",10092
"64",0.926530612244898,"half-PC",10476
"65",0.928571428571429,"half-PC",11034
"66",0.930612244897959,"half-PC",11595
"67",0.93265306122449,"half-PC",11859
"68",0.93469387755102,"half-PC",12200
"69",0.936734693877551,"half-PC",12910
"70",0.938775510204082,"half-PC",13430
"71",0.940816326530612,"half-PC",13847
"72",0.942857142857143,"half-PC",14572
"73",0.944897959183673,"half-PC",15526
"74",0.946938775510204,"half-PC",16177
"75",0.948979591836735,"half-PC",17486
"76",0.951020408163265,"half-PC",18199
"77",0.953061224489796,"half-PC",19317
"78",0.955102040816327,"half-PC",20145
"79",0.957142857142857,"half-PC",20965
"80",0.959183673469388,"half-PC",22106
"81",0.961224489795918,"half-PC",23181
"82",0.963265306122449,"half-PC",24559
"83",0.96530612244898,"half-PC",26121
"84",0.96734693877551,"half-PC",28616
"85",0.969387755102041,"half-PC",30102
"86",0.971428571428571,"half-PC",32277
"87",0.973469387755102,"half-PC",34194
"88",0.975510204081633,"half-PC",36265
"89",0.977551020408163,"half-PC",38270
"90",0.979591836734694,"half-PC",40924
"91",0.981632653061224,"half-PC",43696
"92",0.983673469387755,"half-PC",46695
"93",0.985714285714286,"half-PC",49838
"94",0.987755102040816,"half-PC",55849
"95",0.989795918367347,"half-PC",62860
"96",0.991836734693878,"half-PC",66338
"97",0.993877551020408,"half-PC",77615
"98",0.995918367346939,"half-PC",81181
"99",0.997959183673469,"half-PC",85774
"100",1,"half-PC",85663
"101",0.9,"quarter-PC",23003
"102",0.902040816326531,"quarter-PC",24443
"103",0.904081632653061,"quarter-PC",25115
"104",0.906122448979592,"quarter-PC",26705
"105",0.908163265306122,"quarter-PC",28378
"106",0.910204081632653,"quarter-PC",29548
"107",0.912244897959184,"quarter-PC",31226
"108",0.914285714285714,"quarter-PC",33128
"109",0.916326530612245,"quarter-PC",46014
"110",0.918367346938776,"quarter-PC",48028
"111",0.920408163265306,"quarter-PC",51615
"112",0.922448979591837,"quarter-PC",54154
"113",0.924489795918367,"quarter-PC",56091
"114",0.926530612244898,"quarter-PC",58807
"115",0.928571428571429,"quarter-PC",61821
"116",0.930612244897959,"quarter-PC",65581
"117",0.93265306122449,"quarter-PC",65492
"118",0.93469387755102,"quarter-PC",69985
"119",0.936734693877551,"quarter-PC",72514
"120",0.938775510204082,"quarter-PC",75855
"121",0.940816326530612,"quarter-PC",80448
"122",0.942857142857143,"quarter-PC",83516
"123",0.944897959183673,"quarter-PC",87388
"124",0.946938775510204,"quarter-PC",91756
"125",0.948979591836735,"quarter-PC",75573
"126",0.951020408163265,"quarter-PC",79718
"127",0.953061224489796,"quarter-PC",85377
"128",0.955102040816327,"quarter-PC",90153
"129",0.957142857142857,"quarter-PC",94965
"130",0.959183673469388,"quarter-PC",98522
"131",0.961224489795918,"quarter-PC",101813
"132",0.963265306122449,"quarter-PC",104968
