"","Cutheights","type","precision","recall"
"1",0.9,"PC corrected",0.214728148657949,0.00183270676691729
"2",0.902040816326531,"PC corrected",0.214428523825392,0.00188997885338346
"3",0.904081632653061,"PC corrected",0.206298711627167,0.0019046640037594
"4",0.906122448979592,"PC corrected",0.214340549669891,0.0020500469924812
"5",0.908163265306122,"PC corrected",0.207913455838767,0.00206032659774436
"6",0.910204081632653,"PC corrected",0.203406958279197,0.00206913768796992
"7",0.912244897959184,"PC corrected",0.204258896049314,0.00214109492481203
"8",0.914285714285714,"PC corrected",0.203430005577245,0.00214256343984962
"9",0.916326530612245,"PC corrected",0.203678474114441,0.00219542998120301
"10",0.918367346938776,"PC corrected",0.201045751633987,0.00225857612781955
"11",0.920408163265306,"PC corrected",0.195357097551694,0.00226151315789474
"12",0.922448979591837,"PC corrected",0.201850294365013,0.00246710526315789
"13",0.924489795918367,"PC corrected",0.203236777295649,0.00254493656015038
"14",0.926530612244898,"PC corrected",0.202064725669876,0.00255815319548872
"15",0.928571428571429,"PC corrected",0.206329401088929,0.00267122885338346
"16",0.930612244897959,"PC corrected",0.209157590575683,0.00276374530075188
"17",0.93265306122449,"PC corrected",0.207864554888039,0.00279458411654135
"18",0.93469387755102,"PC corrected",0.205800214822771,0.00281367481203008
"19",0.936734693877551,"PC corrected",0.203118546055349,0.00288856907894737
"20",0.938775510204082,"PC corrected",0.204677775547079,0.00299430216165414
"21",0.940816326530612,"PC corrected",0.203908984830805,0.00307947603383459
"22",0.942857142857143,"PC corrected",0.200534020808397,0.0031984257518797
"23",0.944897959183673,"PC corrected",0.202897278314311,0.0033937382518797
"24",0.946938775510204,"PC corrected",0.198138747884941,0.00343926221804511
"25",0.948979591836735,"PC corrected",0.203789126853377,0.00363310620300752
"26",0.951020408163265,"PC corrected",0.199968421883635,0.00371974859022556
"27",0.953061224489796,"PC corrected",0.202751241880015,0.00389597039473684
"28",0.955102040816327,"PC corrected",0.200471872004719,0.00399289238721805
"29",0.957142857142857,"PC corrected",0.200977614054973,0.00416617716165414
"30",0.959183673469388,"PC corrected",0.201915240423798,0.00436589520676692
"31",0.961224489795918,"PC corrected",0.198921903760189,0.0044437265037594
"32",0.963265306122449,"PC corrected",0.194635531713474,0.00452890037593985
"33",0.96530612244898,"PC corrected",0.194136339109059,0.00475505169172932
"34",0.96734693877551,"PC corrected",0.19100933948464,0.00498560855263158
"35",0.969387755102041,"PC corrected",0.188021989639497,0.0052235079887218
"36",0.971428571428571,"PC corrected",0.181735849056604,0.00530427631578947
"37",0.973469387755102,"PC corrected",0.179634414776534,0.00551280545112782
"38",0.975510204081633,"PC corrected",0.180173371860413,0.00595189144736842
"39",0.977551020408163,"PC corrected",0.179676364551019,0.00629405545112782
"40",0.979591836734694,"PC corrected",0.176206244087039,0.00656426221804511
"41",0.981632653061224,"PC corrected",0.170895358216617,0.00684474859022556
"42",0.983673469387755,"PC corrected",0.154882995319813,0.00728970864661654
"43",0.985714285714286,"PC corrected",0.153591752823049,0.00757019501879699
"44",0.987755102040816,"PC corrected",0.142560068148222,0.00835585056390977
"45",0.989795918367347,"PC corrected",0.142733947092413,0.00899318609022556
"46",0.991836734693878,"PC corrected",0.13930148534725,0.00968191964285714
"47",0.993877551020408,"PC corrected",0.12684978451633,0.0107627467105263
"48",0.995918367346939,"PC corrected",0.125072110762131,0.0114617598684211
"49",0.997959183673469,"PC corrected",0.126559744451469,0.0111709938909774
"50",1,"PC corrected",0.12424456008278,0.0121666470864662
"51",0.9,"half-PC",0.194066588936391,0.00439967105263158
"52",0.902040816326531,"half-PC",0.195083812859645,0.00458029840225564
"53",0.904081632653061,"half-PC",0.195110142822561,0.00473449248120301
"54",0.906122448979592,"half-PC",0.194664786415183,0.00486519031954887
"55",0.908163265306122,"half-PC",0.193148190302754,0.00498414003759398
"56",0.910204081632653,"half-PC",0.192234742831641,0.00506050281954887
"57",0.912244897959184,"half-PC",0.190997633852418,0.00509721569548872
"58",0.914285714285714,"half-PC",0.190341364389123,0.00523231907894737
"59",0.916326530612245,"half-PC",0.190649138063328,0.00547315554511278
"60",0.918367346938776,"half-PC",0.188190779647516,0.00555098684210526
"61",0.920408163265306,"half-PC",0.188170470060464,0.00566699953007519
"62",0.922448979591837,"half-PC",0.185702119606359,0.00576392152255639
"63",0.924489795918367,"half-PC",0.184372540850808,0.00584909539473684
"64",0.926530612244898,"half-PC",0.183262424187562,0.00594601738721805
"65",0.928571428571429,"half-PC",0.18093511203212,0.00615454652255639
"66",0.930612244897959,"half-PC",0.176747645017353,0.00628230733082707
"67",0.93265306122449,"half-PC",0.173594812840606,0.00640859962406015
"68",0.93469387755102,"half-PC",0.163828411295538,0.00669642857142857
"69",0.936734693877551,"half-PC",0.162909836065574,0.00677132283834586
"70",0.938775510204082,"half-PC",0.158334737906624,0.00689761513157895
"71",0.940816326530612,"half-PC",0.155806073243842,0.00702243890977444
"72",0.942857142857143,"half-PC",0.154558767350057,0.0071296405075188
"73",0.944897959183673,"half-PC",0.151773225996954,0.00717075892857143
"74",0.946938775510204,"half-PC",0.15041317383133,0.00740425281954887
"75",0.948979591836735,"half-PC",0.147827558011673,0.00769942434210526
"76",0.951020408163265,"half-PC",0.144290620304786,0.00789767387218045
"77",0.953061224489796,"half-PC",0.143644255009486,0.00811648261278195
"78",0.955102040816327,"half-PC",0.143364193700514,0.00848214285714286
"79",0.957142857142857,"half-PC",0.144116308591411,0.00883605498120301
"80",0.959183673469388,"half-PC",0.141262518285136,0.00921786889097744
