"","Cutheights","type","precision","recall"
"1",0.9,"PC corrected",0.267496111975117,0.00101033834586466
"2",0.902040816326531,"PC corrected",0.263632944716059,0.00102942904135338
"3",0.904081632653061,"PC corrected",0.262068965517241,0.00106026785714286
"4",0.906122448979592,"PC corrected",0.25503355704698,0.00106026785714286
"5",0.908163265306122,"PC corrected",0.267739816031537,0.0011968397556391
"6",0.910204081632653,"PC corrected",0.264668769716088,0.00123208411654135
"7",0.912244897959184,"PC corrected",0.272129186602871,0.00133634868421053
"8",0.914285714285714,"PC corrected",0.268271461716937,0.00135837640977444
"9",0.916326530612245,"PC corrected",0.261616446071529,0.00136425046992481
"10",0.918367346938776,"PC corrected",0.265594677016912,0.00140683740601504
"11",0.920408163265306,"PC corrected",0.269971744156178,0.00154340930451128
"12",0.922448979591837,"PC corrected",0.270764119601329,0.00167557565789474
"13",0.924489795918367,"PC corrected",0.267644362969753,0.00171522556390977
"14",0.926530612244898,"PC corrected",0.268663388466696,0.00176515507518797
"15",0.928571428571429,"PC corrected",0.2696749358426,0.00185179746240602
"16",0.930612244897959,"PC corrected",0.266175266175266,0.00190906954887218
"17",0.93265306122449,"PC corrected",0.269507803121249,0.0019780897556391
"18",0.93469387755102,"PC corrected",0.267649340574088,0.0020265507518797
"19",0.936734693877551,"PC corrected",0.266946829892198,0.00214550046992481
"20",0.938775510204082,"PC corrected",0.268117213546236,0.00224389097744361
"21",0.940816326530612,"PC corrected",0.262851439028448,0.0023202537593985
"22",0.942857142857143,"PC corrected",0.258201224297599,0.00241570723684211
"23",0.944897959183673,"PC corrected",0.260152854787951,0.00254934210526316
"24",0.946938775510204,"PC corrected",0.255541069100391,0.00259046052631579
"25",0.948979591836735,"PC corrected",0.251046025104602,0.00264332706766917
"26",0.951020408163265,"PC corrected",0.248720304501903,0.0027828359962406
"27",0.953061224489796,"PC corrected",0.244227353463588,0.00282689144736842
"28",0.955102040816327,"PC corrected",0.238603988603989,0.00295171522556391
"29",0.957142857142857,"PC corrected",0.243743572163181,0.00313234257518797
"30",0.959183673469388,"PC corrected",0.238396624472574,0.00331884398496241
"31",0.961224489795918,"PC corrected",0.238598610691634,0.00348038063909774
"32",0.963265306122449,"PC corrected",0.235125115848007,0.00372562265037594
"33",0.96530612244898,"PC corrected",0.233107215223328,0.00388569078947368
"34",0.96734693877551,"PC corrected",0.232045567112432,0.00412799577067669
"35",0.969387755102041,"PC corrected",0.224988257397839,0.00422051221804511
"36",0.971428571428571,"PC corrected",0.223533724340176,0.00447750234962406
"37",0.973469387755102,"PC corrected",0.21888581588305,0.00488134398496241
"38",0.975510204081633,"PC corrected",0.213527077497666,0.00537329652255639
"39",0.977551020408163,"PC corrected",0.208393956351427,0.00546875
"40",0.979591836734694,"PC corrected",0.202038786673297,0.00596657659774436
"41",0.981632653061224,"PC corrected",0.198811575796063,0.00643650140977444
"42",0.983673469387755,"PC corrected",0.198157861072023,0.00682418937969925
"43",0.985714285714286,"PC corrected",0.187996340347667,0.0075437617481203
"44",0.987755102040816,"PC corrected",0.181196526828027,0.00836613016917293
"45",0.989795918367347,"PC corrected",0.180030712715667,0.00878025140977444
"46",0.991836734693878,"PC corrected",0.176004740868441,0.0095952772556391
"47",0.993877551020408,"PC corrected",0.174117946758375,0.0100373002819549
"48",0.995918367346939,"PC corrected",0.170175896693332,0.0105277843045113
"49",0.997959183673469,"PC corrected",0.173007590132827,0.0107113486842105
"50",1,"PC corrected",0.16480307831598,0.0106922579887218
"51",0.9,"half-PC",0.226112326768782,0.00227619830827068
"52",0.902040816326531,"half-PC",0.215766503000546,0.00232319078947368
"53",0.904081632653061,"half-PC",0.212437285450224,0.00236284069548872
"54",0.906122448979592,"half-PC",0.210553344460136,0.00240836466165414
"55",0.908163265306122,"half-PC",0.207426054122089,0.00242011278195489
"56",0.910204081632653,"half-PC",0.209550023934897,0.00257136983082707
"57",0.912244897959184,"half-PC",0.207878224494539,0.00262717340225564
"58",0.914285714285714,"half-PC",0.203426124197002,0.00265066964285714
"59",0.916326530612245,"half-PC",0.207290767903365,0.00282248590225564
"60",0.918367346938776,"half-PC",0.207666385846672,0.00289591165413534
"61",0.920408163265306,"half-PC",0.207863996662495,0.00292675046992481
"62",0.922448979591837,"half-PC",0.205855628470469,0.00299430216165414
"63",0.924489795918367,"half-PC",0.206459282742223,0.00306038533834586
"64",0.926530612244898,"half-PC",0.205669020805497,0.00316464990601504
"65",0.928571428571429,"half-PC",0.208046393620877,0.00337171052631579
"66",0.930612244897959,"half-PC",0.210744157971889,0.0035890507518797
"67",0.93265306122449,"half-PC",0.209004299806087,0.00364044877819549
"68",0.93469387755102,"half-PC",0.208818226520243,0.00374177631578947
"69",0.936734693877551,"half-PC",0.207852551692093,0.00394149436090226
"70",0.938775510204082,"half-PC",0.205613042507258,0.00405603853383459
"71",0.940816326530612,"half-PC",0.204533968666522,0.00416030310150376
"72",0.942857142857143,"half-PC",0.206435236004391,0.0044187617481203
"73",0.944897959183673,"half-PC",0.201867353509337,0.00460379464285714
"74",0.946938775510204,"half-PC",0.201718064396514,0.00479323308270677
"75",0.948979591836735,"half-PC",0.196397941680961,0.00504434915413534
"76",0.951020408163265,"half-PC",0.193704334450365,0.00517798402255639
"77",0.953061224489796,"half-PC",0.193416489829719,0.00548784069548872
"78",0.955102040816327,"half-PC",0.194252816516949,0.00574776785714286
"79",0.957142857142857,"half-PC",0.19323763651104,0.00595042293233083
"80",0.959183673469388,"half-PC",0.188919041157847,0.00613398731203007
