"","smatsscr","smrin","smtspax","sme2mprt","smchmprs","smntrart","smnumgps","smmaprt","smexncrt","sm550nrm","smgnsdtc","smunmprt","sm350nrm","smrdlgth","smmncpb","sme1mmrt","smsflgth","smestlbs","smmppd","smnterrt","smrrnanm","smrdttl","smvqcfl","smmncv","smtrscpt","smmppdpr","smcglgth","smgappct","smunpdrd","smntrnrt","smmpunrt","smexpeff","smmppdun","sme2mmrt","sme2anti","smaltalg","sme2snse","smmflgth","sme1anti","smspltrd","smbsmmrt","sme1snse","sme1pcts","smrrnart","sme1mprt","smnum5cd","smdpmprt","sme2pcts"
"smrrnanm",0.0062302490696311,-0.0992989018559456,0.0776323974132538,-0.14001838862896,0.374206900596619,-0.230311006307602,-0.241065129637718,-0.14336197078228,-0.0159450210630894,-0.141364097595215,0.314094513654709,-0.459262043237686,0.120131731033325,0.0270320829004049,0.374477505683899,0.034794632345438,0.444108456373215,0.0457739531993866,0.551729440689087,0.232889205217361,1,0.599010348320007,0.204221531748772,-0.0924202129244804,0.24224017560482,0.53142511844635,-0.219919338822365,-0.218446776270866,0.150127977132797,-0.0795015841722488,-0.342936724424362,-0.0831086784601212,0.384292095899582,0.142404451966286,0.508910179138184,0.58836817741394,0.516187429428101,0.47573110461235,0.540196776390076,0.451795041561127,0.0648332089185715,0.533379077911377,-0.0936785265803337,0.820744872093201,-0.160381987690926,0.157013848423958,0.459262043237686,0.182908281683922
"smrdttl",0.0573933757841587,0.0439642481505871,0.093237966299057,-0.247727230191231,0.61574798822403,-0.0958996191620827,-0.414243340492249,-0.25092214345932,0.0577406622469425,0.0120262512937188,0.565381050109863,-0.559810698032379,0.0607550553977489,-0.0814851969480515,0.630132734775543,-0.035919975489378,0.689576327800751,0.178582295775414,0.869656801223755,0.0968705639243126,0.599010348320007,1,0.363652884960175,-0.15578855574131,0.511374235153198,0.836075901985168,-0.340183913707733,-0.321644127368927,0.150899350643158,-0.10587540268898,-0.462413042783737,-0.132281213998795,0.649740636348724,0.227403774857521,0.807713687419891,0.803070604801178,0.818736493587494,0.721768736839294,0.866304039955139,0.811314463615417,0.1226756721735,0.853654682636261,-0.141915753483772,0.0907029211521149,-0.268946290016174,0.260077685117722,0.559810698032379,0.234523192048073
"smvqcfl",0.0221159234642982,-0.0150660583749413,0.0979283899068832,-0.492709100246429,0.167367532849312,-0.144953683018684,-0.0300839561969042,-0.447901159524918,-0.0477659404277802,-0.0678180158138275,0.186931103467941,-0.183835595846176,0.0012072209501639,-0.0495912283658981,0.0833749175071716,0.138620316982269,0.0889540389180183,-0.0410344190895557,0.207096323370934,0.145623967051506,0.204221531748772,0.363652884960175,1,0.00800846982747316,0.155186221003532,0.171728983521461,-0.0193269327282906,-0.028855049982667,0.149958908557892,0.0202993787825108,-0.364281833171844,-0.345060616731644,0.0980937033891678,0.396640360355377,0.158376425504684,0.382564395666122,0.158766269683838,0.0981043428182602,0.207874968647957,0.19227309525013,0.332919120788574,0.212237328290939,0.121202364563942,-0.000798198219854385,-0.378959536552429,-0.0837036147713661,0.183835595846176,0.0871756672859192
"smmncv",0.0386127084493637,-0.121274374425411,0.007935905829072,-0.103552274405956,-0.195080563426018,-0.0185330342501402,0.326532661914825,-0.106254689395428,0.0909098461270332,-0.217588737607002,-0.243047788739204,0.0116214547306299,0.137834414839745,0.0581481494009495,-0.157114028930664,0.0452120378613472,-0.135501727461815,-0.207746833562851,-0.220185205340385,0.0202992279082537,-0.0924202129244804,-0.15578855574131,0.00800846982747316,1,-0.298757255077362,-0.223008513450623,0.344626992940903,0.343610614538193,0.0431019626557827,-0.115764394402504,-0.143585950136185,-0.0402091294527054,-0.228530317544937,0.0944115966558456,-0.214991822838783,-0.0910831168293953,-0.216058149933815,-0.151378855109215,-0.217039048671722,-0.285206854343414,0.11163417249918,-0.210704624652863,-0.00296692480333149,-0.00449615670368075,-0.101337060332298,-0.294577598571777,-0.0116214547306299,0.0348974168300629
"smtrscpt",0.0445167012512684,-0.0712496787309647,0.0505632124841213,0.0763177052140236,0.701772153377533,-0.176181852817535,-0.731783509254456,0.0709576979279518,-0.291675359010696,0.149544805288315,0.975033521652222,-0.0140570299699903,0.180605411529541,-0.0764288529753685,0.55683559179306,-0.00982560496777296,0.547491550445557,0.592453241348267,0.62174117565155,0.174571871757507,0.24224017560482,0.511374235153198,0.155186221003532,-0.298757255077362,1,0.618062794208527,-0.726657390594482,-0.714655816555023,0.0392020493745804,0.314830273389816,0.202599063515663,-0.0522907823324203,0.692136585712433,-0.105609707534313,0.608307301998138,0.533538937568665,0.60920524597168,0.532878339290619,0.616257190704346,0.586421251296997,-0.0945552960038185,0.615455389022827,0.10440331697464,-0.051687590777874,0.0645837336778641,0.592585027217865,0.0140570299699903,-0.0771445035934448
"smmppdpr",-0.0138706006109715,0.0363745540380478,0.00117545493412763,0.15610808134079,0.665036141872406,0.115212745964527,-0.586297035217285,0.152423247694969,0.185560435056686,0.108674868941307,0.636816561222076,-0.487489610910416,0.050483301281929,-0.0752619877457619,0.823598742485046,-0.079405888915062,0.916558861732483,0.353216767311096,0.995027124881744,-0.113956093788147,0.53142511844635,0.836075901985168,0.171728983521461,-0.223008513450623,0.618062794208527,1,-0.493397206068039,-0.47681200504303,0.0788385346531868,-0.194867298007011,-0.112637408077717,0.253677219152451,0.837360441684723,-0.129380479454994,0.994436979293823,0.778769671916962,0.995263636112213,0.93884551525116,0.987655818462372,0.936336100101471,-0.17562435567379,0.988298296928406,0.138429701328278,0.115432351827621,0.131090372800827,0.470698207616806,0.487489610910416,-0.0882604047656059
"smcglgth",0.00859661679714918,0.0582665242254734,-0.0292222369462252,-0.193895980715752,-0.641624867916107,0.147911936044693,0.904474914073944,-0.193151220679283,0.33568999171257,-0.211055546998978,-0.73620069026947,-0.141829043626785,-0.17468586564064,0.0363669022917747,-0.556847751140594,-0.0478924959897995,-0.494879961013794,-0.653233766555786,-0.491294056177139,-0.147524192929268,-0.219919338822365,-0.340183913707733,-0.0193269327282906,0.344626992940903,-0.726657390594482,-0.493397206068039,1,0.975987136363983,-0.0945544689893723,-0.366808116436005,-0.365219265222549,-0.0306680332869291,-0.671180784702301,0.182693138718605,-0.502471625804901,-0.461395025253296,-0.500340759754181,-0.452340364456177,-0.49412402510643,-0.432419449090958,0.160911694169044,-0.493658304214478,-0.115974046289921,-0.0470548309385777,-0.180421620607376,-0.781714677810669,0.141829043626785,0.153916046023369
"smgappct",-0.00570897245779634,0.0778227150440216,-0.031022697687149,-0.190959692001343,-0.639637053012848,0.169426679611206,0.868547856807709,-0.19077479839325,0.373548984527588,-0.165828332304955,-0.72910088300705,-0.132983043789864,-0.147164061665535,0.0414232611656189,-0.518602669239044,-0.0288408622145653,-0.479110687971115,-0.628456830978394,-0.474237412214279,-0.169289484620094,-0.218446776270866,-0.321644127368927,-0.028855049982667,0.343610614538193,-0.714655816555023,-0.47681200504303,0.975987136363983,1,-0.0895629152655602,-0.405485957860947,-0.359933793544769,-0.0135393338277936,-0.639602303504944,0.192147210240364,-0.487448245286942,-0.446377515792847,-0.485212802886963,-0.439594388008118,-0.478417128324509,-0.411153882741928,0.169152736663818,-0.478629648685455,-0.131107583642006,-0.0497427582740784,-0.180238008499146,-0.747531890869141,0.132983043789864,0.158658057451248
"smunpdrd",0.019421424716711,-0.0326322801411152,-0.0519343167543411,-0.134437248110771,0.0762748941779137,-0.082062192261219,-0.0914039760828018,-0.0973814651370049,-0.0419697016477585,-0.00890244264155626,0.0622301697731018,-0.107803478837013,-0.046513382345438,-0.00523663591593504,0.10066282749176,0.0809697583317757,0.0360939279198647,0.0620342344045639,0.118294581770897,0.0822361335158348,0.150127977132797,0.150899350643158,0.149958908557892,0.0431019626557827,0.0392020493745804,0.0788385346531868,-0.0945544689893723,-0.0895629152655602,1,0.0308372806757689,-0.103682465851307,-0.0824962332844734,0.096520684659481,0.119575589895248,0.0549033395946026,0.143689602613449,0.0592787638306618,0.0357640311121941,0.0739697217941284,0.0973367542028427,0.131316006183624,0.0699503123760223,-0.0831765756011009,0.100619755685329,-0.137725114822388,0.0267211347818375,0.107803478837013,0.0940879061818123
"smntrnrt",0.103764370083809,-0.169140294194221,0.178750962018967,-0.21674382686615,0.223530739545822,-0.594954252243042,-0.266662836074829,-0.224135220050812,-0.967134773731232,-0.0490004047751427,0.366683930158615,0.313869684934616,0.293206632137299,0.0589260496199131,-0.273048311471939,-0.0156418010592461,-0.240840598940849,0.164898604154587,-0.185284838080406,0.59390252828598,-0.0795015841722488,-0.10587540268898,0.0202993787825108,-0.115764394402504,0.314830273389816,-0.194867298007011,-0.366808116436005,-0.405485957860947,0.0308372806757689,1,0.126267984509468,-0.573270261287689,-0.0930978879332542,0.142962291836739,-0.209990873932838,-0.0856805443763733,-0.203284710645676,-0.258898019790649,-0.196087419986725,-0.242584705352783,0.122911430895329,-0.203249245882034,-0.161662951111794,-0.0465141944587231,-0.222900152206421,0.138918206095695,-0.313869684934616,0.182065337896347
