"","smatsscr","smrin","smtspax","sme2mprt","smchmprs","smntrart","smnumgps","smmaprt","smexncrt","sm550nrm","smgnsdtc","smunmprt","sm350nrm","smmncpb","sme1mmrt","smsflgth","smestlbs","smmppd","smnterrt","smrrnanm","smrdttl","smvqcfl","smmncv","smtrscpt","smmppdpr","smcglgth","smgappct","smunpdrd","smntrnrt","smmpunrt","smexpeff","smmppdun","sme2mmrt","sme2anti","smaltalg","sme2snse","smmflgth","sme1anti","smspltrd","smbsmmrt","sme1snse","sme1pcts","smrrnart","sme1mprt","smnum5cd","smdpmprt","sme2pcts"
"sme2mmrt",-0.121440142393112,0.155755698680878,0.147632122039795,-0.845229387283325,0.11970642209053,-0.294822722673416,0.161303773522377,-0.855631172657013,-0.0980726927518845,-0.148229345679283,0.181590348482132,-0.4258052110672,-0.0102056078612804,-0.167635276913643,0.294822722673416,-0.196005314588547,-0.311543643474579,0.0912151783704758,0.293227016925812,0.247850731015205,0.403178304433823,0.522436738014221,0.181581780314445,0.107496336102486,0.0155222527682781,0.206266790628433,0.199501305818558,0.221635609865189,0.0488162711262703,-0.681508779525757,-0.62619960308075,-0.150514468550682,1,-0.00445985654368997,0.366029441356659,0.00785602815449238,-0.166488751769066,0.125359937548637,0.0378158390522003,0.795603334903717,0.111792340874672,-0.323744863271713,0.0622638575732708,-0.833246827125549,-0.289678633213043,0.4258052110672,0.498313128948212
"sme2anti",-0.010344360023737,0.0837168246507645,-0.0715377852320671,0.0842130929231644,0.814461827278137,0.148738220334053,-0.607211887836456,0.0727721527218819,0.116505742073059,0.03229870647192,0.737845659255981,-0.381158202886581,0.0394314862787724,0.780039727687836,0.0240794513374567,0.903066098690033,0.225480228662491,0.983943223953247,-0.148356467485428,0.391045093536377,0.780004858970642,0.101616643369198,-0.1333869099617,0.71148419380188,0.996693551540375,-0.496119022369385,-0.506635665893555,0.0346349962055683,-0.100235670804977,-0.169248074293137,0.216678023338318,0.821082234382629,-0.00445985654368997,1,0.726118743419647,0.999466180801392,0.931331157684326,0.97129225730896,0.88088470697403,-0.0446875914931297,0.974886059761047,0.175533324480057,0.0843605175614357,0.048523910343647,0.376893132925034,0.381158202886581,-0.141975075006485
"smaltalg",-0.0393031015992165,0.0881437659263611,-0.0051662209443748,-0.306953430175781,0.815738081932068,-0.205217152833939,-0.455956667661667,-0.309410214424133,0.0295517146587372,-0.0890717878937721,0.722224354743958,-0.493670582771301,0.0566950924694538,0.576701402664185,0.198476791381836,0.594566762447357,0.0798732414841652,0.800795674324036,0.205279469490051,0.6519495844841,0.880681037902832,0.400931626558304,0.00562930526211858,0.65333616733551,0.745340168476105,-0.350146681070328,-0.363035321235657,0.240720391273499,-0.0787992253899574,-0.453201770782471,-0.141296684741974,0.615634381771088,0.366029441356659,0.726118743419647,1,0.733360469341278,0.61123526096344,0.816911220550537,0.695974111557007,0.263253331184387,0.808595061302185,-0.0984369814395905,0.296227216720581,-0.311466366052628,0.220683485269547,0.493670582771301,0.134511470794678
"sme2snse",-0.0135588403791189,0.0864897444844246,-0.0716494247317314,0.072124756872654,0.815377354621887,0.143692925572395,-0.603569746017456,0.0612051598727703,0.116141803562641,0.0293722376227379,0.741854131221771,-0.388729363679886,0.0392516516149044,0.777342975139618,0.0189027562737465,0.9016193151474,0.220730856060982,0.986403942108154,-0.143331825733185,0.3973129093647,0.788597285747528,0.113065056502819,-0.131865620613098,0.714117228984833,0.997465968132019,-0.491575479507446,-0.502682864665985,0.0409657694399357,-0.100807577371597,-0.180176928639412,0.206971317529678,0.818757593631744,0.00785602815449238,0.999466180801392,0.733360469341278,1,0.931102752685547,0.974179565906525,0.881647527217865,-0.0390258841216564,0.977660834789276,0.161178737878799,0.0867332443594933,0.0380636863410473,0.37206158041954,0.388729363679886,-0.119417257606983
"smmflgth",0.0278781894594431,0.0466563850641251,-0.0719633102416992,0.207425624132156,0.746107399463654,0.196434915065765,-0.510366380214691,0.20551073551178,0.218974739313126,-0.00824641995131969,0.61735999584198,-0.364704996347427,0.0597099773585796,0.741798162460327,-0.218311101198196,0.975250422954559,0.170223250985146,0.898238122463226,-0.195979252457619,0.357169210910797,0.663596212863922,-0.00366167235188186,-0.0709170401096344,0.607071220874786,0.928323864936829,-0.404073625802994,-0.417358726263046,-0.019401416182518,-0.200482979416847,-0.108981944620609,0.348216623067856,0.749383389949799,-0.166488751769066,0.931331157684326,0.61123526096344,0.931102752685547,1,0.881371200084686,0.828492760658264,-0.2952900826931,0.88699346780777,0.170603409409523,0.100697413086891,0.185295507311821,0.328197032213211,0.364704996347427,-0.0966586098074913
"sme1anti",-0.0318960025906563,0.110166870057583,-0.0526671409606934,-0.0494501367211342,0.855958163738251,0.105344705283642,-0.578879952430725,-0.0568047724664211,0.114587761461735,0.000528459553606808,0.78280109167099,-0.449972957372665,0.0233366172760725,0.757862985134125,0.0703171715140343,0.851365864276886,0.195312097668648,0.992176711559296,-0.1049914509058,0.434751629829407,0.874790012836456,0.195898592472076,-0.119835332036018,0.744556367397308,0.973285734653473,-0.469937682151794,-0.482271671295166,0.122286677360535,-0.107806101441383,-0.276952683925629,0.110695891082287,0.7977175116539,0.125359937548637,0.97129225730896,0.816911220550537,0.974179565906525,0.881371200084686,1,0.889564752578735,0.0609220564365387,0.998241543769836,0.0877349674701691,0.0765639618039131,-0.0698809400200844,0.339644908905029,0.449972957372665,-0.0440020896494389
"smspltrd",0.00567294610664248,0.235426872968674,-0.0895234942436218,0.0386081710457802,0.816115379333496,0.305900096893311,-0.49784255027771,0.0352558009326458,0.41822338104248,0.101209975779057,0.620809853076935,-0.336943536996841,-0.130889177322388,0.837203502655029,0.0671278908848763,0.870275497436523,0.252748936414719,0.888168513774872,-0.307234406471252,0.261008083820343,0.737415432929993,0.145115554332733,-0.18284398317337,0.65554279088974,0.880714476108551,-0.377893477678299,-0.364851802587509,0.121311791241169,-0.405321359634399,-0.167379945516586,0.357487201690674,0.758044600486755,0.0378158390522003,0.88088470697403,0.695974111557007,0.881647527217865,0.828492760658264,0.889564752578735,1,0.0018257494084537,0.890446841716766,0.0837052837014198,-0.0625896975398064,0.020863825455308,0.350112706422806,0.336943536996841,-0.108332425355911
"smbsmmrt",-0.070953369140625,0.0989158302545547,0.106264613568783,-0.676663935184479,0.0509618073701859,-0.206591352820396,0.133631333708763,-0.701234817504883,-0.0379611290991306,-0.140560269355774,0.10370746254921,-0.334676206111908,-0.00755120255053043,-0.137844607234001,0.708219468593597,-0.316435694694519,-0.270551353693008,0.0319682396948338,0.205837845802307,0.181700348854065,0.290039896965027,0.453055053949356,0.175934135913849,0.0603387840092182,-0.0353918336331844,0.157057195901871,0.15696032345295,0.203757241368294,-0.00391359208151698,-0.554793119430542,-0.479266166687012,-0.134968712925911,0.795603334903717,-0.0446875914931297,0.263253331184387,-0.0390258841216564,-0.2952900826931,0.0609220564365387,0.0018257494084537,1,0.0530891753733158,-0.107229210436344,0.0494882427155972,-0.710148870944977,-0.255281865596771,0.334676206111908,0.235317975282669
"sme1snse",-0.0268957726657391,0.10642746090889,-0.0576472990214825,-0.0353861339390278,0.848042130470276,0.112770199775696,-0.583958923816681,-0.0425965450704098,0.118358202278614,0.00454176077619195,0.775682151317596,-0.443358331918716,0.0290310885757208,0.76192969083786,0.0686466842889786,0.856582939624786,0.199591055512428,0.993081212043762,-0.112360328435898,0.430363357067108,0.866263747215271,0.187075391411781,-0.121872253715992,0.739095687866211,0.977036952972412,-0.475063979625702,-0.486849397420883,0.118672326207161,-0.110544189810753,-0.266875624656677,0.125004902482033,0.801584780216217,0.111792340874672,0.974886059761047,0.808595061302185,0.977660834789276,0.88699346780777,0.998241543769836,0.890446841716766,0.0530891753733158,1,0.116756796836853,0.0755700692534447,-0.0553671754896641,0.346177816390991,0.443358331918716,-0.0546855926513672
"sme1pcts",0.130457431077957,-0.198573380708694,-0.106076054275036,0.325729429721832,0.0667233616113663,0.154564797878265,-0.104564167559147,0.32346174120903,0.115744031965733,0.00311627332121134,-0.0101746395230293,-0.0385978445410728,0.193780839443207,0.106166951358318,0.132551118731499,0.161959156394005,-0.0179088674485683,0.113518737256527,-0.151403665542603,-0.0081907669082284,-0.107031218707561,-0.205387011170387,0.101411893963814,0.00417817942798138,0.153709441423416,-0.0984688624739647,-0.0879863798618317,-0.0922726914286613,-0.0971375554800034,0.157227754592896,0.382446944713593,0.093730702996254,-0.323744863271713,0.175533324480057,-0.0984369814395905,0.161178737878799,0.170603409409523,0.0877349674701691,0.0837052837014198,-0.107229210436344,0.116756796836853,1,0.0565647557377815,0.317321091890335,0.109327927231789,0.0385978445410728,-0.59789252281189
"smrrnart",0.0525116994976997,-0.131670013070107,-0.0122718000784516,-0.0268738064914942,0.117162764072418,-0.523989737033844,-0.0602513924241066,-0.0391366295516491,-0.132871970534325,-0.230257019400597,0.110283128917217,-0.285171926021576,0.236628085374832,0.00332815549336374,0.0696494728326797,0.056618832051754,-0.239662453532219,0.104260370135307,0.524523496627808,0.877055883407593,0.11384741961956,-0.0243297927081585,0.20731657743454,0.0406492054462433,0.104123264551163,-0.0412775352597237,-0.0667465031147003,0.0552756562829018,0.0414830073714256,-0.224529787898064,-0.0962597578763962,0.0596147924661636,0.0622638575732708,0.0843605175614357,0.296227216720581,0.0867332443594933,0.100697413086891,0.0765639618039131,-0.0625896975398064,0.0494882427155972,0.0755700692534447,0.0565647557377815,1,-0.0640230178833008,-0.0134171880781651,0.285171926021576,-0.00315758143551648
"sme1mprt",0.0520147606730461,-0.041808232665062,-0.12280560284853,0.934267342090607,-0.0983472540974617,0.340607136487961,-0.216736987233162,0.972723066806793,0.167479291558266,0.237930357456207,-0.173039555549622,0.46092426776886,-0.0386516153812408,0.221865758299828,-0.310958564281464,0.221837714314461,0.361864447593689,-0.0486200600862503,-0.338515728712082,-0.257205605506897,-0.419927686452866,-0.438499629497528,-0.231665074825287,-0.0852732509374619,0.0253493208438158,-0.277141988277435,-0.269798547029495,-0.218837305903435,-0.11665103584528,0.763848006725311,0.736139893531799,0.191158846020699,-0.833246827125549,0.048523910343647,-0.311466366052628,0.0380636863410473,0.185295507311821,-0.0698809400200844,0.020863825455308,-0.710148870944977,-0.0553671754896641,0.317321091890335,-0.0640230178833008,1,0.39319771528244,-0.46092426776886,-0.418955534696579
"smnum5cd",-0.0483598634600639,0.0349645204842091,-0.148700460791588,0.36384528875351,0.252042472362518,0.127526596188545,-0.754074394702911,0.36991748213768,-0.00128200813196599,0.438836425542831,0.330174773931503,0.354471951723099,-0.181686148047447,0.577013552188873,0.0810035392642021,0.359481871128082,0.644541144371033,0.346977770328522,-0.127926215529442,0.0138543788343668,0.114709720015526,-0.162261560559273,-0.507241666316986,0.369425266981125,0.368045330047607,-0.823045194149017,-0.78086245059967,-0.0442248359322548,0.0259037241339684,0.459090530872345,0.297041416168213,0.614119291305542,-0.289678633213043,0.376893132925034,0.220683485269547,0.37206158041954,0.328197032213211,0.339644908905029,0.350112706422806,-0.255281865596771,0.346177816390991,0.109327927231789,-0.0134171880781651,0.39319771528244,1,-0.354471951723099,-0.325853198766708
"smdpmprt",-0.0701199620962143,0.0443813316524029,0.115190967917442,-0.419094413518906,0.42407813668251,-0.202316671609879,0.16755422949791,-0.432747483253479,0.127788215875626,-0.373322129249573,0.302617698907852,-1,0.196082711219788,0.0210319068282843,0.00806470587849617,0.288999259471893,-0.70900821685791,0.440098196268082,0.202876478433609,0.529190957546234,0.617504239082336,0.294081330299377,0.317796856164932,0.212046802043915,0.400936990976334,0.228548973798752,0.206163316965103,0.157919153571129,-0.175795763731003,-0.874589145183563,-0.195649325847626,-0.00162241351790726,0.4258052110672,0.381158202886581,0.493670582771301,0.388729363679886,0.364704996347427,0.449972957372665,0.336943536996841,0.334676206111908,0.443358331918716,0.0385978445410728,0.285171926021576,-0.46092426776886,-0.354471951723099,1,0.263450264930725
"sme2pcts",-0.0754697769880295,0.121202938258648,0.130417570471764,-0.4950932264328,-0.0698531717061996,-0.168516993522644,0.289963096380234,-0.469184815883636,-0.0421058312058449,-0.160371795296669,-0.0268943160772324,-0.263450264930725,-0.0269525051116943,-0.273164093494415,-0.258796334266663,-0.136212587356567,-0.292690724134445,-0.0669858083128929,0.168598175048828,0.105894528329372,0.189163237810135,0.435447812080383,0.144467636942863,-0.0787855535745621,-0.110768541693687,0.307839810848236,0.285225361585617,0.135721921920776,0.0187724214047194,-0.439232498407364,-0.434138059616089,-0.257650017738342,0.498313128948212,-0.141975075006485,0.134511470794678,-0.119417257606983,-0.0966586098074913,-0.0440020896494389,-0.108332425355911,0.235317975282669,-0.0546855926513672,-0.59789252281189,-0.00315758143551648,-0.418955534696579,-0.325853198766708,0.263450264930725,1
