"","smatsscr","smrin","smtspax","sme2mprt","smchmprs","smntrart","smnumgps","smmaprt","smexncrt","sm550nrm","smgnsdtc","smunmprt","sm350nrm","smmncpb","sme1mmrt","smsflgth","smestlbs","smmppd","smnterrt","smrrnanm","smrdttl","smvqcfl","smmncv","smtrscpt","smmppdpr","smcglgth","smgappct","smunpdrd","smntrnrt","smmpunrt","smexpeff","smmppdun","sme2mmrt","sme2anti","smaltalg","sme2snse","smmflgth","sme1anti","smspltrd","smbsmmrt","sme1snse","sme1pcts","smrrnart","sme1mprt","smnum5cd","smdpmprt","sme2pcts"
"smvqcfl",0.00273240637034178,0.205844536423683,0.149543896317482,-0.584931373596191,0.204442098736763,-0.146058887243271,0.057236559689045,-0.526370644569397,-0.01821618527174,-0.0886216685175896,0.264222264289856,-0.294081330299377,0.00647113658487797,-0.00787846278399229,0.190984711050987,-0.0224138367921114,-0.153683796525002,0.177353724837303,0.146470189094543,0.171087354421616,0.403100311756134,1,0.0995711907744408,0.23691663146019,0.124574720859528,0.0920020043849945,0.0970844998955727,0.242051780223846,-0.00689418893307447,-0.436281800270081,-0.36155641078949,0.017852246761322,0.522436738014221,0.101616643369198,0.400931626558304,0.113065056502819,-0.00366167235188186,0.195898592472076,0.145115554332733,0.453055053949356,0.187075391411781,-0.205387011170387,-0.0243297927081585,-0.438499629497528,-0.162261560559273,0.294081330299377,0.435447812080383
"smmncv",0.182043045759201,-0.290268987417221,0.0588183589279652,-0.198908060789108,-0.0618581771850586,-0.128376692533493,0.456535816192627,-0.205937922000885,0.139054134488106,-0.41142663359642,-0.125855267047882,-0.317796856164932,0.411257296800613,-0.245600700378418,-0.00216351496055722,-0.0993765592575073,-0.426976293325424,-0.112831644713879,0.128696650266647,0.172401398420334,-0.00631142407655716,0.0995711907744408,1,-0.176264315843582,-0.124851070344448,0.50560998916626,0.479162931442261,0.0263205673545599,-0.179365918040276,-0.332607984542847,-0.0990201160311699,-0.292547792196274,0.181581780314445,-0.1333869099617,0.00562930526211858,-0.131865620613098,-0.0709170401096344,-0.119835332036018,-0.18284398317337,0.175934135913849,-0.121872253715992,0.101411893963814,0.20731657743454,-0.231665074825287,-0.507241666316986,0.317796856164932,0.144467636942863
"smtrscpt",0.052249152213335,0.0082207228988409,-0.0287165623158216,-0.0839173793792725,0.715503633022308,-0.0390358716249466,-0.507051348686218,-0.0866033062338829,-0.0411007441580296,0.0101527310907841,0.961492478847504,-0.212046802043915,0.00445006554946303,0.573219299316406,0.115456350147724,0.608067810535431,0.323427349328995,0.749325335025787,0.0369530133903027,0.329307705163956,0.6670041680336,0.23691663146019,-0.176264315843582,1,0.723837852478027,-0.457194298505783,-0.484286189079285,0.166516035795212,0.0407154411077499,-0.107254900038242,-0.00195982377044857,0.66737312078476,0.107496336102486,0.71148419380188,0.65333616733551,0.714117228984833,0.607071220874786,0.744556367397308,0.65554279088974,0.0603387840092182,0.739095687866211,0.00417817942798138,0.0406492054462433,-0.0852732509374619,0.369425266981125,0.212046802043915,-0.0787855535745621
"smmppdpr",-0.0130844181403518,0.0831109434366226,-0.0669972375035286,0.059444934129715,0.825671255588531,0.113599926233292,-0.601461946964264,0.0488397739827633,0.107884086668491,0.0172198042273521,0.754590392112732,-0.400936990976334,0.0456679500639439,0.775284349918365,0.0175605956465006,0.89836972951889,0.210204392671585,0.989146649837494,-0.113205008208752,0.418071329593658,0.800903558731079,0.124574720859528,-0.124851070344448,0.723837852478027,1,-0.490389138460159,-0.502711713314056,0.0512391552329063,-0.0969733968377113,-0.193163007497787,0.192027390003204,0.817776918411255,0.0155222527682781,0.996693551540375,0.745340168476105,0.997465968132019,0.928323864936829,0.973285734653473,0.880714476108551,-0.0353918336331844,0.977036952972412,0.153709441423416,0.104123264551163,0.0253493208438158,0.368045330047607,0.400936990976334,-0.110768541693687
"smcglgth",0.0535618811845779,0.00971163716167212,0.0955079719424248,-0.27356544137001,-0.356300741434097,-0.029775707051158,0.900536477565765,-0.269548922777176,0.164262443780899,-0.354341059923172,-0.463656216859818,-0.228548973798752,0.076787956058979,-0.6173255443573,-0.152104839682579,-0.396903902292252,-0.601896405220032,-0.480122447013855,0.028581153601408,-0.139550536870956,-0.282556742429733,0.0920020043849945,0.50560998916626,-0.457194298505783,-0.490389138460159,1,0.970295250415802,-0.0357606038451195,-0.187082350254059,-0.327616810798645,-0.130376040935516,-0.715400755405426,0.206266790628433,-0.496119022369385,-0.350146681070328,-0.491575479507446,-0.404073625802994,-0.469937682151794,-0.377893477678299,0.157057195901871,-0.475063979625702,-0.0984688624739647,-0.0412775352597237,-0.277141988277435,-0.823045194149017,0.228548973798752,0.307839810848236
"smgappct",0.0631899014115334,0.0321841202676296,0.102437533438206,-0.272132098674774,-0.372714996337891,0.0296888146549463,0.855633974075317,-0.267007738351822,0.204155251383781,-0.292578220367432,-0.502232491970062,-0.206163316965103,0.100380249321461,-0.599548757076263,-0.139605551958084,-0.402430862188339,-0.583642959594727,-0.493474721908569,-0.0309262778609991,-0.167774870991707,-0.300240516662598,0.0970844998955727,0.479162931442261,-0.484286189079285,-0.502711713314056,0.970295250415802,1,-0.0397621616721153,-0.219923928380013,-0.310420125722885,-0.103902839124203,-0.717712879180908,0.199501305818558,-0.506635665893555,-0.363035321235657,-0.502682864665985,-0.417358726263046,-0.482271671295166,-0.364851802587509,0.15696032345295,-0.486849397420883,-0.0879863798618317,-0.0667465031147003,-0.269798547029495,-0.78086245059967,0.206163316965103,0.285225361585617
"smunpdrd",0.0768962651491165,0.0554555654525757,-0.0584625639021397,-0.220661416649818,0.148319244384766,-0.143983408808708,-0.081108994781971,-0.200886934995651,-0.0235053207725286,-0.0516563579440117,0.198889762163162,-0.157919153571129,-0.0503588616847992,0.0988505408167839,0.110362835228443,-0.0302976816892624,0.0393280126154423,0.137814998626709,0.142145171761513,0.18443737924099,0.23360250890255,0.242051780223846,0.0263205673545599,0.166516035795212,0.0512391552329063,-0.0357606038451195,-0.0397621616721153,1,0.0026846481487155,-0.18761970102787,-0.183266952633858,0.107625238597393,0.221635609865189,0.0346349962055683,0.240720391273499,0.0409657694399357,-0.019401416182518,0.122286677360535,0.121311791241169,0.203757241368294,0.118672326207161,-0.0922726914286613,0.0552756562829018,-0.218837305903435,-0.0442248359322548,0.157919153571129,0.135721921920776
"smntrnrt",-0.0945815369486809,-0.120787784457207,0.0802695229649544,-0.0977386608719826,-0.159475326538086,-0.47697925567627,-0.136774718761444,-0.110209807753563,-0.986396789550781,0.0567239336669445,0.167420744895935,0.175795763731003,0.162192210555077,-0.334451496601105,-0.0682282596826553,-0.295378386974335,0.0951772034168243,-0.0941612347960472,0.479706645011902,0.0216953288763762,-0.045047614723444,-0.00689418893307447,-0.179365918040276,0.0407154411077499,-0.0969733968377113,-0.187082350254059,-0.219923928380013,0.0026846481487155,1,0.0981763154268265,-0.630576848983765,-0.0840389579534531,0.0488162711262703,-0.100235670804977,-0.0787992253899574,-0.100807577371597,-0.200482979416847,-0.107806101441383,-0.405321359634399,-0.00391359208151698,-0.110544189810753,-0.0971375554800034,0.0414830073714256,-0.11665103584528,0.0259037241339684,-0.175795763731003,0.0187724214047194
"smmpunrt",0.0815423727035522,-0.0772069916129112,-0.164079457521439,0.736320793628693,-0.263976782560349,0.296933025121689,-0.271808058023453,0.751680254936218,-0.0390030927956104,0.369252920150757,-0.202601283788681,0.874589145183563,-0.111728243529797,0.136603236198425,-0.13629911839962,-0.0441666804254055,0.686022043228149,-0.256732702255249,-0.296423077583313,-0.464448988437653,-0.580874621868134,-0.436281800270081,-0.332607984542847,-0.107254900038242,-0.193163007497787,-0.327616810798645,-0.310420125722885,-0.18761970102787,0.0981763154268265,1,0.486398577690125,0.14627468585968,-0.681508779525757,-0.169248074293137,-0.453201770782471,-0.180176928639412,-0.108981944620609,-0.276952683925629,-0.167379945516586,-0.554793119430542,-0.266875624656677,0.157227754592896,-0.224529787898064,0.763848006725311,0.459090530872345,-0.874589145183563,-0.439232498407364
"smexpeff",0.133708864450455,0.0161109548062086,-0.094458781182766,0.733081996440887,0.100526079535484,0.58806437253952,-0.132958278059959,0.74458384513855,0.674540519714355,0.155149877071381,-0.144497364759445,0.195649325847626,-0.0921296551823616,0.44021463394165,-0.0974480807781219,0.427623271942139,0.231153324246407,0.127678528428078,-0.588657259941101,-0.196193099021912,-0.219492673873901,-0.36155641078949,-0.0990201160311699,-0.00195982377044857,0.192027390003204,-0.130376040935516,-0.103902839124203,-0.183266952633858,-0.630576848983765,0.486398577690125,1,0.266078323125839,-0.62619960308075,0.216678023338318,-0.141296684741974,0.206971317529678,0.348216623067856,0.110695891082287,0.357487201690674,-0.479266166687012,0.125004902482033,0.382446944713593,-0.0962597578763962,0.736139893531799,0.297041416168213,-0.195649325847626,-0.434138059616089
"smmppdun",0.0224967692047358,0.0652101337909698,-0.142293378710747,0.199434369802475,0.664473116397858,0.187559694051743,-0.819441974163055,0.197462603449821,0.104500740766525,0.181156933307648,0.651744544506073,0.00162241351790726,-0.0477853491902351,0.947404026985168,0.131646603345871,0.755869925022125,0.610461950302124,0.811701059341431,-0.187174379825592,0.284663408994675,0.597695231437683,0.017852246761322,-0.292547792196274,0.66737312078476,0.817776918411255,-0.715400755405426,-0.717712879180908,0.107625238597393,-0.0840389579534531,0.14627468585968,0.266078323125839,1,-0.150514468550682,0.821082234382629,0.615634381771088,0.818757593631744,0.749383389949799,0.7977175116539,0.758044600486755,-0.134968712925911,0.801584780216217,0.093730702996254,0.0596147924661636,0.191158846020699,0.614119291305542,-0.00162241351790726,-0.257650017738342
